,x,y,filename,fringe,rx,ry,angle,cluster
248,304,125,06240912_proc_00248.png,3.69035387,60,44,21.91529374,3
253,327,124,06240912_proc_00252.png,4.298758984,69,48,16.40527598,3
254,336,146,06240912_proc_00253.png,3.4118928910000004,54,37,17.52184457,3
259,368,120,06240912_proc_00256.png,4.240581036,66,45,75.38128715,3
283,310,128,06240912_proc_00279.png,3.349730492,53,40,174.40503859999998,3
291,301,119,06240912_proc_00286.png,2.618866205,49,35,68.02434696,3
313,310,130,06240912_proc_00306.png,1.916622162,44,32,20.27803593,3
340,332,158,06240912_proc_00329.png,1.402205467,42,28,12.61412569,3
346,359,149,06240912_proc_00333.png,2.058389187,52,32,59.67167448,3
365,338,115,06240912_proc_00351.png,2.2278542519999998,52,35,133.46992029999998,3
377,355,148,06240912_proc_00361.png,1.587013245,41,26,83.15081858,3
396,336,136,06240912_proc_00378.png,3.09416914,54,38,21.50577951,3
425,293,128,06240912_proc_00405.png,1.332761765,42,27,39.20875557,3
580,357,141,06240912_proc_00537.png,1.275167465,40,31,100.4348053,3
601,340,121,06240912_proc_00553.png,1.571664572,44,32,112.9692338,3
626,360,131,06240912_proc_00570.png,1.866590023,42,32,113.27248059999998,3
661,338,140,06240912_proc_00598.png,1.743917465,43,36,158.5216813,3
680,355,130,06240912_proc_00608.png,2.2329769130000003,59,42,97.55037547,3
692,295,118,06240912_proc_00613.png,1.7431113719999998,44,39,17.13516707,3
694,287,117,06240912_proc_00614.png,2.212003469,46,34,34.2767272,3
696,281,122,06240912_proc_00615.png,1.959798336,49,38,68.78783234,3
722,355,147,06240912_proc_00625.png,1.88863492,52,37,99.79998707,3
726,358,146,06240912_proc_00626.png,1.6342544559999999,46,34,101.57961329999999,3
738,350,122,06240912_proc_00632.png,1.291930199,58,41,98.43510354,3
760,341,115,06240912_proc_00641.png,2.413640261,54,42,111.86126100000001,3
764,344,121,06240912_proc_00642.png,2.298186302,53,45,109.90895390000001,3
768,351,124,06240912_proc_00643.png,1.823708057,57,42,95.56031106,3
804,350,151,06240912_proc_00661.png,1.9383976459999999,44,31,81.28665505,3
810,355,134,06240912_proc_00664.png,1.261822939,53,42,97.1531385,3
825,359,148,06240912_proc_00670.png,1.8001117709999999,48,36,93.6876098,3
840,348,124,06240912_proc_00676.png,2.280192137,53,45,97.09922099,3
842,348,130,06240912_proc_00677.png,1.6000738140000001,51,40,94.10576764,3
852,355,138,06240912_proc_00681.png,1.367487431,48,33,99.654224,3
855,347,131,06240912_proc_00682.png,1.372639656,49,33,114.3508035,3
858,348,131,06240912_proc_00683.png,1.461075306,51,39,129.2302169,3
886,349,116,06240912_proc_00700.png,2.054419518,54,42,108.9223604,3
893,297,124,06240912_proc_00704.png,2.371673346,45,36,72.45403883,3
1014,354,115,06240912_proc_00789.png,1.8015875819999998,49,34,101.81304190000002,3
1026,305,122,06240912_proc_00795.png,3.0348029139999997,49,37,38.8164056,3
1052,347,130,06240912_proc_00811.png,1.525779009,47,37,126.3704953,3
1073,358,123,06240912_proc_00822.png,1.5405335430000002,50,36,74.35689538,3
1077,357,124,06240912_proc_00823.png,1.448900461,54,34,98.54920185,3
1105,296,131,06240912_proc_00835.png,1.553542137,44,35,72.47530121,3
