,x,y,filename,fringe,rx,ry,angle,cluster
367,235,45,06240907_proc_00357.png,0.943129063,48,38,55.76073206,5
372,295,62,06240907_proc_00361.png,1.2676706309999999,54,39,47.26727572,5
381,247,42,06240907_proc_00366.png,1.048841715,45,32,56.58926475,5
384,255,54,06240907_proc_00367.png,1.0594441890000001,41,34,51.23010366,5
391,271,50,06240907_proc_00370.png,1.196263313,50,39,24.65170146,5
394,276,56,06240907_proc_00371.png,0.677733898,56,37,35.67322426,5
408,254,50,06240907_proc_00380.png,1.2838098999999998,48,36,43.40073295,5
409,310,68,06240907_proc_00380.png,1.420227528,48,34,69.56206843,5
419,277,49,06240907_proc_00385.png,0.946020126,43,32,67.59526082,5
425,259,43,06240907_proc_00389.png,0.638805389,56,31,51.91321479,5
426,312,64,06240907_proc_00389.png,1.164550781,49,34,70.01654239,5
429,255,38,06240907_proc_00390.png,1.0772564409999998,52,39,64.29342443,5
432,259,46,06240907_proc_00391.png,1.08647728,47,34,67.64518267,5
440,250,46,06240907_proc_00395.png,1.4224693780000002,45,34,74.57521555,5
441,314,59,06240907_proc_00395.png,1.3856568340000002,47,33,74.92470949999999,5
453,239,38,06240907_proc_00399.png,1.055662394,49,36,63.62957785,5
456,251,40,06240907_proc_00400.png,1.412686825,49,34,76.75646378,5
457,287,54,06240907_proc_00400.png,1.301017761,49,34,72.45571223,5
460,243,41,06240907_proc_00403.png,0.7540903090000001,45,35,41.51757808,5
462,246,40,06240907_proc_00404.png,0.860826492,39,32,77.63190279,5
463,316,59,06240907_proc_00404.png,0.880627155,43,30,60.42339827,5
466,245,48,06240907_proc_00405.png,0.955254555,45,36,68.23731909,5
467,315,66,06240907_proc_00405.png,1.18315959,50,37,57.49130051,5
475,248,47,06240907_proc_00409.png,1.543037891,48,34,80.17754161,5
476,305,62,06240907_proc_00409.png,1.447141171,50,33,77.37169307,5
479,244,46,06240907_proc_00410.png,1.380205631,43,32,78.33955136,5
480,311,61,06240907_proc_00410.png,1.277321577,47,33,68.23611015,5
489,247,46,06240907_proc_00414.png,1.140849829,45,35,72.11323971,5
490,319,65,06240907_proc_00414.png,1.15484333,50,34,71.9407023,5
494,302,60,06240907_proc_00415.png,0.721845627,49,29,57.41237084,5
500,262,48,06240907_proc_00418.png,0.661980152,54,37,61.33132165,5
503,251,48,06240907_proc_00419.png,1.49461031,44,33,81.65842224,5
504,287,57,06240907_proc_00419.png,1.3577055930000002,44,32,77.7186257,5
507,258,49,06240907_proc_00420.png,1.330089569,48,35,67.02584161,5
508,313,62,06240907_proc_00420.png,1.642074108,49,34,69.01301002,5
520,249,37,06240907_proc_00424.png,1.194420099,46,35,77.36853069,5
521,315,61,06240907_proc_00424.png,1.3179502490000001,49,34,80.8357123,5
526,249,49,06240907_proc_00428.png,1.88330555,48,35,82.5670628,5
527,307,63,06240907_proc_00428.png,1.725527763,49,33,80.04323277,5
529,309,65,06240907_proc_00429.png,2.269562483,47,34,70.17203165,5
532,260,41,06240907_proc_00430.png,0.8884115220000001,49,35,56.54226963,5
533,312,61,06240907_proc_00430.png,1.522712946,49,35,70.10343606,5
542,255,39,06240907_proc_00433.png,1.458444118,44,34,64.24605024,5
543,315,60,06240907_proc_00433.png,1.8891325,49,35,69.39870397,5
546,250,45,06240907_proc_00434.png,1.3211841579999999,48,37,77.57888686,5
547,317,64,06240907_proc_00434.png,1.515599251,49,38,80.27000188,5
553,257,42,06240907_proc_00437.png,0.8943395609999999,46,32,53.46036192,5
554,311,61,06240907_proc_00437.png,1.438468695,48,34,69.7884209,5
557,257,47,06240907_proc_00438.png,1.4682090280000002,44,30,57.80091298,5
558,312,62,06240907_proc_00438.png,1.851189375,49,34,69.06598496,5
562,255,44,06240907_proc_00439.png,1.6136252880000002,44,32,65.92185764,5
563,312,61,06240907_proc_00439.png,1.7137525080000002,48,34,69.27069256,5
569,300,61,06240907_proc_00442.png,1.295192719,46,33,64.0587323,5
572,246,42,06240907_proc_00443.png,1.538582087,45,37,78.20389015,5
573,314,61,06240907_proc_00443.png,1.572231054,44,34,75.73431914,5
576,304,60,06240907_proc_00444.png,1.315142155,42,32,70.08799983,5
582,255,43,06240907_proc_00447.png,1.633157253,47,36,61.91851302,5
583,311,62,06240907_proc_00447.png,1.991553545,50,35,68.99174764,5
587,262,50,06240907_proc_00448.png,1.568324566,47,33,66.64359007,5
588,312,63,06240907_proc_00448.png,1.974885225,49,35,69.47265443,5
591,258,44,06240907_proc_00449.png,1.746439695,49,34,63.78324345,5
592,312,63,06240907_proc_00449.png,1.907360792,49,34,69.69968308,5
601,254,39,06240907_proc_00452.png,1.367874146,48,35,70.24341395,5
602,310,65,06240907_proc_00452.png,1.161157608,48,35,67.12204482,5
605,247,41,06240907_proc_00453.png,1.668564081,46,38,74.62674249,5
606,314,66,06240907_proc_00453.png,1.401059151,46,36,70.54780133,5
608,245,39,06240907_proc_00454.png,1.3937304019999999,48,39,78.99043424,5
609,318,63,06240907_proc_00454.png,1.251326799,46,39,78.77137641,5
614,244,49,06240907_proc_00456.png,1.8633356090000002,45,33,75.94533783,5
615,289,55,06240907_proc_00456.png,1.6311204430000001,47,32,72.63732012,5
619,271,53,06240907_proc_00457.png,1.822983265,46,33,76.28927884,5
620,311,62,06240907_proc_00457.png,1.986163139,48,34,69.33216426,5
624,261,46,06240907_proc_00458.png,1.9696893690000001,49,36,65.27413031,5
625,312,66,06240907_proc_00458.png,2.0966866019999997,48,33,69.6359301,5
635,243,41,06240907_proc_00462.png,2.206007004,45,36,76.32169492,5
636,316,65,06240907_proc_00462.png,1.864536762,46,34,75.92706025,5
639,248,43,06240907_proc_00463.png,1.828121185,44,34,76.45754738,5
640,318,66,06240907_proc_00463.png,1.6521992680000002,43,32,77.75365774,5
650,264,47,06240907_proc_00466.png,1.772665739,49,33,67.67655373,5
651,313,66,06240907_proc_00466.png,1.903541565,49,34,69.4194814,5
654,285,57,06240907_proc_00467.png,2.2030985359999997,47,34,72.08496273,5
655,313,66,06240907_proc_00467.png,2.047596216,48,33,69.68565388,5
658,281,54,06240907_proc_00468.png,1.749930859,49,32,72.48778679,5
