210.068313599,141.971331787,2883584,4.4,75.9181464132,49.2824287205,24.798809172935123
212.2265625,146.5,2895873,4.75,77.6079220285,64.9393136058,-148.9061874371211
0.0,0.0,2912257,0.0,0.0,0.0,0.0
208.453125,176.083333333,2883587,2.33333333333,53.334342742,42.6050685397,-1.3768588155487074
18.7864583333,353.75,2883587,4.0,60.6406282044,60.5626059043,-4.272659692134991
213.463922119,142.967935181,2883589,5.2,64.4066247625,63.4363784527,-39.08829024187007
208.361125946,297.344451904,2883589,1.5,39.5996506476,35.1820051337,-44.88528553520724
221.243084717,298.396832275,2895878,1.0,41.4646635395,37.3909000451,-13.14525717183081
209.808879307,140.527655465,2883590,5.42857142857,73.9596067565,62.4008788984,-118.18089318238201
207.538754272,299.529998779,2883590,2.0,41.5708442549,32.7090266344,-47.09722839666248
223.493331909,151.511108398,2895880,7.33333333333,74.7305525935,69.5581883382,-43.50338902953992
214.207266235,145.729290771,2883593,8.8,78.5425535926,76.711407144,-35.97127900703827
218.526405334,153.396511078,2895882,7.25,67.7138302333,66.4126509809,11.105745294121327
220.712734985,152.62583313,2895884,10.0,75.6465841375,67.8355114005,-43.233236206452204
215.818939209,152.570007324,2895886,9.33333333333,78.4403784657,72.7960190553,-39.90117960616843
217.913382394,145.979490008,2895887,8.0,80.6055472817,69.7300015345,-30.764798597840095
203.674736023,285.716659546,2895887,1.5,43.5017360937,42.4196882389,60.50817675377551
216.379119873,149.236573792,2895888,5.4,83.6016173556,78.0025561252,-49.75752278424275
0.0,0.0,2906127,0.0,0.0,0.0,0.0
0.0,0.0,2895891,0.0,0.0,0.0,0.0
0.0,0.0,2895892,0.0,0.0,0.0,0.0
nan,nan,2906131,nan,nan,nan,nan
0.0,0.0,2912278,0.0,0.0,0.0,0.0
111.73125,111.1,2906132,8.0,93.6916085126,80.8576655332,-148.15311188914666
206.957293193,149.232030233,2895898,7.83333333333,76.6329089577,72.1219452495,143.6962974319654
225.148681641,300.627502441,2895898,1.0,38.9657435236,38.4327988189,42.31154422018055
300.96468099,197.255437215,2904094,1.33333333333,47.7567452218,46.4394590697,-31.07726771383538
303.964853923,326.592132568,2904094,1.0,33.6944074254,34.8205543923,-30.765165487361163
75.7397562663,213.27116394,2904094,7.0,111.47263037,113.16418394,-83.17104313064785
71.0766220093,213.744926453,2904095,8.75,115.160906859,105.979186883,-54.762197320965655
286.328514099,194.744777679,2904095,3.0,51.6422789255,52.4734978767,-13.632406779716579
301.948598226,329.244578044,2904095,1.0,36.9745172438,38.8678529138,-35.650263087760855
0.0,0.0,2912288,0.0,0.0,0.0,0.0
72.8683319092,216.357472738,2904096,4.33333333333,102.670341432,109.604723827,73.28408686590805
288.813152313,191.14484787,2904096,1.0,55.6703836589,54.324305343,-68.56101105048535
301.10080719,325.538703918,2904096,1.0,32.871677096,38.4827189871,7.246005652361903
207.606271362,284.931030273,2895905,1.2,56.5850295818,43.0048337619,-81.30759107932568
0.0,0.0,2906144,0.0,0.0,0.0,0.0
150.397623698,294.565022786,10516513,8.66666666667,94.1098088437,89.142609036,-86.98763667014804
130.780256653,160.43969574,10516513,6.8,76.7649590105,43.9516683618,-8.600279877842526
116.058556366,78.8233154297,10516513,5.8,71.9856655592,41.8193280958,10.846642015347795
120.6875,160.916666667,10516517,3.66666666667,72.6277895406,53.5248198739,96.69679686321199
299.794903564,249.386801147,10516517,6.2,52.9057759068,51.785071739,83.06271950726519
138.31398468,302.305184937,10516517,8.2,81.5295051964,74.9031658507,-60.00493411950307
125.020833333,83.0520833333,10516510,5.0,63.6447435096,41.9993663554,-41.06321931739013
305.6875,253.71875,10516510,5.66666666667,49.2794091175,40.8977035571,-55.49151073355775
0.0,0.0,2912295,0.0,0.0,0.0,0.0
219.293585205,151.330001831,2895911,8.2,82.5894202047,69.018754538,-59.845899364845444
217.929904175,153.471636963,2895915,5.8,77.5171958292,63.7244261552,18.221588250648686
213.936275482,304.949905396,2895915,2.0,35.2122151231,36.3959553173,-37.83458419537207
298.848480225,327.556030273,2904115,2.33333333333,39.926626997,33.5078222731,25.77212114887331
296.254798889,196.349170685,2904115,8.25,90.7749086882,73.6849989477,171.80396577232227
76.1979166667,214.436665853,2904115,9.33333333333,113.410630687,109.54584593,-61.492649066122915
nan,nan,2904115,nan,nan,nan,nan
205.47265625,279.625,2895925,2.0,46.5810235279,47.0413983129,-9.441855265625167
206.911459351,142.579998779,2895925,6.0,85.2726957668,67.900934519,-165.6703829800633
210.415805054,149.360775757,2895926,7.0,70.8526682902,64.2183260483,-80.47625246239294
204.65249939,150.388540649,2895927,6.4,74.5224125813,56.706631677,22.56737338354923
0.0,0.0,2912312,0.0,0.0,0.0,0.0
0.0,0.0,2912313,0.0,0.0,0.0,0.0
301.687927246,133.946502686,10518586,4.8,66.1613842417,61.9039148636,-51.99630759744794
354.381479899,22.1561660767,10518586,4.66666666667,43.2460194972,29.0542906355,-102.74747443496928
162.045928955,280.15918986,10518586,2.0,61.7166232066,37.9405171435,-65.6639367139992
90.7118021647,306.462493896,10518586,2.66666666667,67.2136230771,42.3561047188,-60.81826271301411
nan,nan,10518586,nan,nan,nan,nan
84.9774993896,218.03999939,2904123,9.0,110.656976022,102.578126488,-84.14132383505493
288.777502441,196.63999939,2904123,6.8,74.180336238,71.0585151231,-27.342637848796333
316.796875,339.3125,2904123,1.5,54.8571956294,50.8394521503,-63.87371411105916
209.874217987,143.40832901,2895932,4.0,71.6952997696,51.9346210384,142.6872205652181
215.879475911,310.485005697,2895933,1.66666666667,37.0105925579,30.1115978235,7.6932473225943605
229.069196429,154.673808507,2895936,3.28571428571,56.5732834167,50.1592189126,-54.31100121639805
218.8375,303.843334961,2895936,1.2,42.3610448119,34.8133517993,-50.09120286793749
