,x,y,filename,fringe,rx,ry,angle,cluster
226,145,314,06240913_proc_00226.png,7.728021145,83,65,115.2971945,3
625,174,302,06240913_proc_00534.png,1.330385685,45,30,126.802959,3
628,177,308,06240913_proc_00535.png,1.105631351,46,28,116.8894892,3
631,175,313,06240913_proc_00536.png,1.129929543,43,27,116.2742872,3
658,174,316,06240913_proc_00551.png,1.400021076,41,28,119.5202732,3
662,174,313,06240913_proc_00552.png,1.3467299940000002,39,28,115.80081170000001,3
692,175,308,06240913_proc_00566.png,1.283458233,41,31,110.85779699999999,3
695,171,303,06240913_proc_00567.png,1.3009505270000001,44,31,117.02318329999999,3
698,168,310,06240913_proc_00568.png,1.296262264,46,33,110.61813240000001,3
701,170,308,06240913_proc_00569.png,1.5293261999999999,45,32,112.11561040000001,3
705,168,312,06240913_proc_00570.png,1.307252407,47,32,112.3009476,3
722,160,287,06240913_proc_00577.png,1.4348123069999998,54,31,112.7325336,3
736,161,292,06240913_proc_00584.png,1.6336178780000001,52,33,104.9197534,3
740,177,299,06240913_proc_00585.png,1.497601509,48,30,104.0288304,3
745,175,308,06240913_proc_00586.png,1.506846905,48,31,100.298946,3
750,167,312,06240913_proc_00587.png,1.589684963,58,34,105.903772,3
762,166,291,06240913_proc_00594.png,1.331627846,46,31,104.86004390000001,3
774,172,306,06240913_proc_00600.png,1.346819878,44,32,109.8910725,3
779,172,306,06240913_proc_00601.png,1.640641451,54,38,94.62989587,3
784,172,301,06240913_proc_00602.png,1.9608759880000002,57,41,100.1674786,3
787,169,301,06240913_proc_00603.png,1.693274498,50,36,109.78267050000001,3
791,167,300,06240913_proc_00604.png,0.840117455,43,27,118.9151867,3
823,160,297,06240913_proc_00616.png,0.791256905,41,33,123.26246210000001,3
828,172,299,06240913_proc_00617.png,1.323927402,48,33,104.8232429,3
833,168,296,06240913_proc_00618.png,1.995070219,53,36,103.028679,3
836,163,297,06240913_proc_00619.png,2.083413363,56,38,106.949269,3
838,163,294,06240913_proc_00620.png,1.84870863,53,36,109.43314240000001,3
846,166,291,06240913_proc_00622.png,0.7781796459999999,46,30,128.4234965,3
855,161,279,06240913_proc_00625.png,1.356117249,47,33,126.12823190000002,3
859,164,283,06240913_proc_00626.png,1.6003303530000001,50,35,116.42694879999999,3
863,163,287,06240913_proc_00627.png,1.728610992,56,31,107.93073989999999,3
868,164,288,06240913_proc_00628.png,1.695715904,54,33,108.4081291,3
872,163,288,06240913_proc_00629.png,1.336523294,51,32,112.0860835,3
885,165,291,06240913_proc_00634.png,1.3380811209999999,61,40,93.53169024,3
890,163,293,06240913_proc_00635.png,1.3161041740000001,57,36,95.42950611,3
896,176,295,06240913_proc_00636.png,1.774941921,53,36,80.97492521,3
900,177,301,06240913_proc_00637.png,1.3853909969999998,47,29,92.8834848,3
903,166,307,06240913_proc_00638.png,1.5265154840000001,50,33,109.34232140000002,3
911,169,294,06240913_proc_00642.png,1.052870512,48,32,106.9196328,3
918,163,296,06240913_proc_00644.png,1.58571291,56,37,94.96502593,3
922,165,297,06240913_proc_00645.png,1.603601456,54,35,106.4283851,3
934,164,294,06240913_proc_00650.png,1.629935741,51,35,110.72809170000001,3
938,165,301,06240913_proc_00651.png,2.058505774,56,40,103.7656359,3
943,169,303,06240913_proc_00652.png,1.870070457,54,39,99.49090052,3
947,174,296,06240913_proc_00653.png,1.5575847630000001,50,36,97.56482132,3
952,170,296,06240913_proc_00654.png,1.772604227,53,36,104.67826529999999,3
956,166,294,06240913_proc_00655.png,0.980987072,50,35,108.5868957,3
957,162,292,06240913_proc_00655.png,1.416523695,48,35,116.4176939,3
966,168,290,06240913_proc_00660.png,1.2117040159999999,54,30,97.78708934,3
971,170,291,06240913_proc_00661.png,1.348708153,53,32,100.16539540000001,3
975,169,291,06240913_proc_00662.png,1.380457878,49,33,108.2821804,3
980,169,288,06240913_proc_00663.png,0.9882769579999999,49,32,114.6080148,3
982,167,277,06240913_proc_00664.png,0.868386745,52,37,122.84273329999999,3
991,161,291,06240913_proc_00667.png,1.4917817119999999,53,39,113.47470200000001,3
995,158,294,06240913_proc_00668.png,1.731993198,56,37,112.94350449999999,3
998,170,292,06240913_proc_00669.png,1.493799448,55,33,102.2263366,3
1002,162,294,06240913_proc_00670.png,1.920076609,60,40,106.4232625,3
1007,161,294,06240913_proc_00671.png,1.9717664719999999,58,40,109.1668129,3
1017,164,286,06240913_proc_00675.png,0.5906772610000001,41,27,135.9377598,3
1021,173,291,06240913_proc_00676.png,0.59001255,48,29,111.66712659999999,3
1026,169,290,06240913_proc_00677.png,0.997821808,52,29,105.8193781,3
1030,169,301,06240913_proc_00678.png,1.774458647,55,36,99.85064658,3
1035,166,293,06240913_proc_00679.png,1.4799060819999998,49,32,100.1376853,3
1039,168,296,06240913_proc_00680.png,1.567955971,52,38,114.02724380000001,3
1050,164,287,06240913_proc_00684.png,1.521630526,54,37,99.8680499,3
1054,166,292,06240913_proc_00685.png,1.1051788329999999,53,34,96.16672258,3
1058,162,297,06240913_proc_00686.png,1.906799793,57,40,93.32821207,3
