-1.703125,146.5,2884205,1,92.00543462,92.76313923,41.94130243,,,
0,140.2333374,2884205,11,114.4246477,134.4953606,-9.050721677,,,
1.296875,2,2904782,4,645.4339625,322.7169813,-33.04991786,,,
2.296875,151.75,2884205,11,113.0176977,78,-90,,,
3.700000048,139.9499969,2884205,11,119.0000153,94.02127109,-88.78112472,,,
3.796875,128,2884220,1,99.02019996,94.53041838,-6.072456407,,,
10.54971027,134.2288971,2884220,1,105.9749901,81.84804914,-92.8271333,,,
14.296875,133.75,2884220,11,113.0176977,84.29116205,-94.76364169,,,
16.8125,149.75,2896289,1,713.3897953,356.6948976,-33.04406939,,,
25.296875,140.75,2884220,11,104.1201229,52.06006147,-92.7524854,,,
26.5,151.75,2884144,11,88.48163651,88.39117603,-158.0782214,,,
26.796875,149.75,2884391,11,98.12746812,84.09518417,-87.07927848,,,
27.296875,146.75,2884391,11,96.79876032,77.02596965,-88.51213247,,,
28.70000076,179.3999939,2896045,2,71.28113039,35.6405652,-34.1359418,,,
28.796875,142.75,2895846,11,109.8954048,78.08969202,-97.31901938,,,
29.70000076,128.3999939,2896179,3,154.9999969,77.49999847,-36.86989849,,,
29.796875,321.5,2883578,2,57.97413216,36.68787266,-197.4471884,,,
30.296875,147,2884391,10,102.0049018,78.05767099,-87.79740184,,,
31.296875,347.75,2896195,2,85.70297544,88.1192374,27.72825742,,,
31.70000076,317.9500122,2883578,1,46.38965402,50.99019514,82.56859203,,,
31.73249817,141.8812408,2884391,11,105.2738279,81.10058095,-88.74096723,,,
32,342.4666748,2896195,2,58,55.31726674,-43.60281897,,,
32.796875,139.75,2896026,11,106.117859,66.06814664,-92.6025622,,,
34.08332825,340.8833313,2896195,2,80.72174428,82.46211251,39.09385889,,,
34.296875,141.75,2884305,9,92.26592004,52.23983155,-84.50767544,,,
34.796875,153.75,2884305,7,84.05355436,53.60037313,-98.58362148,,,
34.8833313,155.7923889,2896026,1,103.5784675,65.18400096,74.67716571,,,
35.03972244,182.9135284,2896045,7,47.541105,46.09931693,-65.65891161,,,
35.96875,150,2884144,1,141.4001414,70.70007072,-104.3310734,,,
36.296875,152.75,2895846,1,106.9626103,53.48130514,76.48343189,,,
36.6333313,144.5166626,2884144,3,104.3886967,52.19434835,-94.94596655,,,
36.64077759,190.75,2896045,4,62.96824597,48.27007354,-140.0424511,,,
37.21624756,321.0952454,2883578,2,64.59853465,40.07769156,-32.00539708,,,
37.796875,141.75,2884391,9,94.36630755,68.41052551,-105.2551187,,,
39,361.0599976,2896154,2,73.37574531,68.35202996,-17.44718842,,,
39.5,355.75,2896154,1,44.18144407,42.75511665,-100.7842979,,,
39.796875,330.5,2896195,1,54.64430437,39.62322551,-47.04540849,,,
40.33167648,138.8258667,2896026,1,7.59447993,3.797239965,-116.5650512,,,
40.796875,327.75,2896128,1,61.6116872,30.8058436,-13.13402231,,,
41.30207825,329.9947815,2896128,0,54.12947441,50.32891813,-40.97173633,,,
41.32000732,331.9500122,2883938,2,111.6646766,55.8323383,-19.89543133,,,
41.41704941,211.2820282,2902997,1,150.0594297,139.0632053,-181.6483434,,,
41.796875,341.75,2883938,2,79.37883849,67.18630813,-4.2678933,,,
41.796875,326.5,2884167,2,56.5862174,42.52058325,-46.43209618,,,
42,321.7600098,2883578,1,58.00862005,45.27692569,-46.78991061,,,
42.296875,341.75,2884169,1,54.20332093,38.83297568,-34.50852299,,,
42.296875,150,2884305,1,86.12200648,43.06100324,-102.7452895,,,
42.5,334.75,2884169,1,51.2249939,44.68780594,-49.53777251,,,
43.3125,338.75,2896128,6,52.39274759,45.22167622,-161.9657144,,,
43.5,344.4666748,2883938,2,53.00943312,51.00980298,1.123302714,,,
44,342.4666748,2884169,2,76.53757247,65.85591466,-41.92253573,,,
44.296875,319.75,2883578,2,47.50789408,38.89730068,-46.04162668,,,
45.41667175,361.2999878,2896179,1,38.20994635,27.80287755,-217.6942405,,,
46.296875,342,2883938,2,68.87670143,65,-25.82099197,,,
46.296875,339.75,2884169,2,54.45181356,27.22590678,134.2559408,,,
46.296875,336.5,2884169,3,60,44.27188724,-71.56505118,,,
47.296875,352.75,2896154,3,77.38862966,71.84705979,-32.86867893,,,
47.70000076,336.3500061,2884167,3,63.65531909,52.15361719,-32.47118876,,,
48.296875,204.75,2903954,7,103.9422917,100.8017857,53.47114463,,,
49.09999847,355.1499939,2896154,1,77.20103541,61.7170948,-243.0197685,,,
49.10336304,338.0501404,2884167,2,48.02190044,59.39830011,44.99999284,,,
49.296875,338.5,2883938,2,45.18849411,42.80186912,37.40535663,,,
49.296875,203.75,2902900,7,120.8304597,107.0794098,-11.30993247,,,
49.90457916,333.3453674,2884167,2,45.25057535,38.75146949,-49.76364566,,,
49.92230225,344.8630676,2883938,1,65.12218869,32.56109435,-11.30993511,,,
49.96093369,212.0573883,2902997,3,134.2586435,118.5620186,-60.67952705,,,
50.796875,334.75,2884167,3,65.7951366,55.90169944,-47.17474411,,,
53.689991,216.3350067,2904564,5,136.2125562,126.6572242,45.86368656,,,
53.796875,339.75,2884223,1,49.16299421,47.04253395,-2.436648247,,,
54.296875,330.75,2896128,1,78.40918314,64.28063472,-264.644175,,,
54.796875,345.75,2883874,2,49.49747468,36.79673899,-47.20259816,,,
54.796875,346.5,2883874,2,53.03772242,47.01063709,-38.08877288,,,
54.87826538,214.361969,2904362,7,137,129.0736224,-50.03378696,,,
55.5,323.4666748,2883358,2,55.6057551,36.87817783,-49.39870535,,,
55.796875,208.75,2903814,2,110.1680534,109.603832,44.63035494,,,
55.96875,197.40625,2903010,11,98.97979592,115.4177196,60.32691789,,,
