,x,y,filename,fringe,rx,ry,angle,cluster
266,351,270,06240910_proc_00261.png,1.558692217,41,36,2.5620319190000003,4
276,313,298,06240910_proc_00271.png,1.1908724309999998,45,34,153.26473059999998,4
286,345,278,06240910_proc_00278.png,2.295625448,43,35,13.54745568,4
287,313,283,06240910_proc_00279.png,1.8075184819999999,48,37,28.97447525,4
288,320,276,06240910_proc_00280.png,1.3232612609999999,37,34,169.463138,4
459,331,268,06240910_proc_00446.png,3.050481081,29,29,142.7177471,4
479,327,282,06240910_proc_00463.png,2.233576775,21,23,148.8868423,4
485,345,292,06240910_proc_00469.png,1.8991189,24,23,162.9490167,4
500,354,296,06240910_proc_00484.png,1.612086058,40,36,92.04751062,4
502,348,292,06240910_proc_00485.png,2.3157892230000003,39,35,120.2213648,4
509,327,287,06240910_proc_00492.png,2.579752445,28,29,95.18704123,4
510,316,278,06240910_proc_00493.png,2.144367456,31,29,10.68675303,4
521,349,300,06240910_proc_00500.png,1.360656738,32,31,77.60705456,4
528,327,277,06240910_proc_00506.png,3.650970459,29,31,97.37144501,4
530,324,274,06240910_proc_00507.png,4.979634285,34,36,147.1747222,4
532,322,277,06240910_proc_00508.png,4.3445525169999994,31,32,143.4750785,4
538,344,303,06240910_proc_00514.png,1.092939138,26,24,158.6044905,4
539,345,289,06240910_proc_00515.png,1.688292265,29,24,106.5651392,4
540,350,284,06240910_proc_00516.png,1.79705143,33,27,176.78233740000002,4
548,324,275,06240910_proc_00523.png,2.421678066,24,25,147.88097050000002,4
554,343,292,06240910_proc_00529.png,2.830412626,28,26,152.72135659999998,4
556,340,293,06240910_proc_00530.png,2.93284297,33,31,82.36831796,4
558,347,295,06240910_proc_00531.png,2.054397821,35,32,122.97144820000001,4
560,347,307,06240910_proc_00532.png,1.7442216869999998,36,32,164.3856736,4
565,328,276,06240910_proc_00536.png,3.9218723769999997,40,37,20.83230578,4
566,320,280,06240910_proc_00537.png,2.576275826,43,34,4.991089873,4
567,330,284,06240910_proc_00538.png,3.214773655,34,32,44.60530511,4
578,342,302,06240910_proc_00545.png,1.337736845,37,34,113.9381781,4
581,342,300,06240910_proc_00546.png,1.066895008,34,33,143.41001409999998,4
