time,x,y,filename,fringe,rx,ry,angle,cluster,,,Area of ellipse,,
0.012302986,277,265,06240914_proc_00185.png,1.331388712,47,40,85.35435372,1,,,5906.194189,185,.png
0.012435991,298,260,06240914_proc_00187.png,2.796250105,49,40,93.25145441,1,,,6157.521601,187,.png
0.012702002,303,263,06240914_proc_00191.png,1.125563383,42,42,85.83183175,1,,,5541.769441,191,.png
0.013101017,302,253,06240914_proc_00197.png,2.057912588,43,41,38.71085527,1,,,5538.627848,197,.png
0.01316752,297,269,06240914_proc_00198.png,1.178546906,41,32,106.9882899,1,,,4121.769562,198,.png
0.013234023,299,258,06240914_proc_00199.png,1.768835783,44,37,103.7358494,1,,,5114.51284,199,.png
0.013566536,295,258,06240914_proc_00204.png,2.20883894,67,57,42.62592653,1,,,11997.74234,204,.png
0.013699541,291,257,06240914_proc_00206.png,1.255724192,49,42,13.77077213,1,,,6465.397681,206,.png
0.013766044,281,256,06240914_proc_00207.png,0.82609129,51,48,14.6994738,1,,,7690.618816,207,.png
0.013965552,292,260,06240914_proc_00210.png,1.849304438,50,44,96.66486194,1,,,6911.503838,210,.png
0.014032054,300,259,06240914_proc_00211.png,1.628293753,50,46,11.86401639,1,,,7225.663103,211,.png
0.01416506,296,255,06240914_proc_00213.png,0.93803072,48,37,122.5216085,1,,,5579.468553,213,.png
0.01443107,280,261,06240914_proc_00217.png,0.605401516,57,46,97.27192915,1,,,8237.255938,217,.png
0.014763583,296,265,06240914_proc_00222.png,1.141755819,47,41,163.1721385,1,,,6053.849043,222,.png
0.014830086,291,268,06240914_proc_00223.png,0.744447231,57,45,47.41802824,1,,,8058.185156,223,.png
0.014896588,290,262,06240914_proc_00224.png,1.197133064,46,40,99.75111023,1,,,5780.530483,224,.png
0.014963091,282,265,06240914_proc_00225.png,1.669665813,63,53,26.85819066,1,,,10489.77787,225,.png
0.015029594,281,274,06240914_proc_00226.png,0.89006424,61,51,17.76918109,1,,,9773.494745,226,.png
0.015295604,295,254,06240914_proc_00230.png,1.227758884,45,42,162.1974961,1,,,5937.610115,230,.png
0.015362107,297,253,06240914_proc_00231.png,1.258125305,43,36,97.88336768,1,,,4863.185428,231,.png
0.015428609,303,253,06240914_proc_00232.png,1.215817451,48,41,69.35344713,1,,,6182.654342,232,.png
0.01569462,286,262,06240914_proc_00236.png,5.328891754,61,50,62.14685307,1,,,9581.857593,236,.png
0.015761123,279,250,06240914_proc_00237.png,2.8264575,55,48,74.8960227,1,,,8293.804605,237,.png
0.015827625,282,250,06240914_proc_00238.png,1.23200655,47,45,73.555762,1,,,6644.468462,238,.png
0.015894128,288,255,06240914_proc_00239.png,2.466941118,45,38,131.9091162,1,,,5372.123438,239,.png
0.016093636,276,263,06240914_proc_00242.png,1.575368881,49,46,56.2269437,1,,,7081.149841,242,.png
0.016293144,294,263,06240914_proc_00245.png,1.804917336,47,46,66.97227243,1,,,6792.123317,245,.png
0.016492651,294,253,06240914_proc_00248.png,2.034573317,48,43,102.5325545,1,,,6484.247237,248,.png
0.016559154,296,256,06240914_proc_00249.png,1.785416842,48,39,98.56682373,1,,,5881.061448,249,.png
0.016625657,297,264,06240914_proc_00250.png,1.482280254,47,42,91.88498627,1,,,6201.503898,250,.png
0.016825165,286,258,06240914_proc_00253.png,1.403641462,54,47,50.65654877,1,,,7973.362155,253,.png
0.016891667,298,256,06240914_proc_00254.png,1.39564395,54,47,58.37351506,1,,,7973.362155,254,.png
0.01695817,290,240,06240914_proc_00255.png,1.407643795,45,36,79.20396645,1,,,5089.380099,255,.png
0.017024672,284,247,06240914_proc_00256.png,2.269706249,49,43,72.51510755,1,,,6619.335721,256,.png
0.017157678,277,256,06240914_proc_00258.png,1.355846882,43,41,131.9159464,1,,,5538.627848,258,.png
0.01722418,273,255,06240914_proc_00259.png,1.299512148,58,52,116.8314258,1,,,9475.043443,259,.png
0.017490191,290,254,06240914_proc_00263.png,1.744837761,47,41,128.7197559,1,,,6053.849043,263,.png
0.017556693,291,254,06240914_proc_00264.png,2.060461044,48,41,141.2125817,1,,,6182.654342,264,.png
0.017623196,288,257,06240914_proc_00265.png,2.470540047,50,45,78.69330735,1,,,7068.583471,265,.png
0.017756201,301,260,06240914_proc_00267.png,1.581739187,49,41,118.3560333,1,,,6311.459641,267,.png
0.018022212,290,256,06240914_proc_00271.png,1.571096182,50,43,119.882403,1,,,6754.424205,271,.png
0.018088715,293,248,06240914_proc_00272.png,1.847543478,49,40,114.1139667,1,,,6157.521601,272,.png
0.018155217,293,248,06240914_proc_00273.png,1.69697237,50,40,93.25743765,1,,,6283.185307,273,.png
0.01822172,288,251,06240914_proc_00274.png,1.680664778,47,39,113.4039207,1,,,5758.539334,274,.png
0.018288222,279,256,06240914_proc_00275.png,1.23538518,44,38,110.3124747,1,,,5252.742917,275,.png
0.018354725,282,252,06240914_proc_00276.png,1.584115982,54,41,107.8091625,1,,,6955.486135,276,.png
0.018554233,292,262,06240914_proc_00279.png,1.977486849,44,38,81.18711187,1,,,5252.742917,279,.png
0.018620736,286,263,06240914_proc_00280.png,1.772826195,46,41,103.9891197,1,,,5925.043745,280,.png
0.018687238,288,254,06240914_proc_00281.png,1.87604785,49,39,109.2964499,1,,,6003.583561,281,.png
0.018753741,287,252,06240914_proc_00282.png,1.728784561,48,42,101.882423,1,,,6333.45079,282,.png
0.018820243,297,255,06240914_proc_00283.png,1.631625175,46,39,100.2732577,1,,,5636.017221,283,.png
0.019086254,291,259,06240914_proc_00287.png,1.466947556,48,43,49.98137433,1,,,6484.247237,287,.png
0.019152757,289,254,06240914_proc_00288.png,1.765525818,42,36,71.29354188,1,,,4750.088092,288,.png
0.019219259,294,248,06240914_proc_00289.png,2.090540171,47,42,75.22928812,1,,,6201.503898,289,.png
0.019285762,291,252,06240914_proc_00290.png,2.097958565,45,40,115.2461389,1,,,5654.866776,290,.png
0.019352264,285,250,06240914_proc_00291.png,1.544722557,44,37,87.51692138,1,,,5114.51284,291,.png
0.01948527,280,258,06240914_proc_00293.png,1.048840284,48,39,119.4273279,1,,,5881.061448,293,.png
0.019684778,288,259,06240914_proc_00296.png,1.520278215,42,38,99.23667405,1,,,5013.981875,296,.png
0.01975128,282,259,06240914_proc_00297.png,2.02031374,47,43,68.0901695,1,,,6349.158753,297,.png
0.019817783,287,254,06240914_proc_00298.png,2.134534121,48,44,67.62565516,1,,,6635.043684,298,.png
0.019884285,286,259,06240914_proc_00299.png,1.689391136,46,41,96.55380989,1,,,5925.043745,299,.png
0.019950788,293,262,06240914_proc_00300.png,2.222903728,47,43,96.92372611,1,,,6349.158753,300,.png
