time,x,y,filename,fringe,rx,ry,angle,cluster,,,Area of ellipse,,
0.013899049,130,126,06240910_proc_00209.png,1.948334694,65,62,4.941642291,1,,,12660.61839,209,.png
0.013965552,134,129,06240910_proc_00210.png,1.852181196,65,60,179.4769983,1,,,12252.21135,210,.png
0.014032054,130,129,06240910_proc_00211.png,2.10071516,69,66,3.393856325,1,,,14306.81294,211,.png
0.014098557,131,131,06240910_proc_00212.png,2.121075392,68,64,4.637719791,1,,,13672.21123,212,.png
0.01416506,133,133,06240910_proc_00213.png,2.214328766,69,64,6.549946081,1,,,13873.27316,213,.png
0.014231562,132,129,06240910_proc_00214.png,2.318012953,68,64,8.487977681,1,,,13672.21123,214,.png
0.014298065,132,131,06240910_proc_00215.png,2.398445845,71,65,10.4404086,1,,,14498.4501,215,.png
0.014364567,131,130,06240910_proc_00216.png,2.460343599,71,66,12.80044472,1,,,14721.50317,216,.png
0.01443107,132,132,06240910_proc_00217.png,2.561583757,71,65,15.61874896,1,,,14498.4501,217,.png
0.014497573,131,132,06240910_proc_00218.png,2.774288893,73,67,18.10388939,1,,,15365.52967,218,.png
0.014564075,131,132,06240910_proc_00219.png,3.012804508,74,68,16.32055431,1,,,15808.49423,219,.png
0.014630578,132,131,06240910_proc_00220.png,2.686648607,72,66,12.34229526,1,,,14928.84829,220,.png
0.014697081,130,130,06240910_proc_00221.png,2.79693675,73,68,18.71839297,1,,,15594.86593,221,.png
0.014763583,128,131,06240910_proc_00222.png,2.794414997,74,70,20.75942766,1,,,16273.44995,222,.png
0.014830086,127,131,06240910_proc_00223.png,3.011078835,74,70,24.20771184,1,,,16273.44995,223,.png
0.014896588,125,129,06240910_proc_00224.png,3.135045052,74,71,24.78073739,1,,,16505.9278,224,.png
0.014963091,125,129,06240910_proc_00225.png,3.446836472,73,70,22.59585209,1,,,16053.53846,225,.png
0.015029594,125,130,06240910_proc_00226.png,3.187015533,74,70,25.82469937,1,,,16273.44995,226,.png
0.015096096,126,130,06240910_proc_00227.png,3.160664082,75,71,20.45249262,1,,,16728.98088,227,.png
0.015162599,124,128,06240910_proc_00228.png,3.427913904,75,71,19.4879094,1,,,16728.98088,228,.png
0.015229102,126,129,06240910_proc_00229.png,3.465895176,75,71,20.7337564,1,,,16728.98088,229,.png
0.015295604,126,129,06240910_proc_00230.png,3.458880424,77,73,25.64543764,1,,,17658.89231,230,.png
0.015362107,127,129,06240910_proc_00231.png,3.249773264,75,71,23.39585165,1,,,16728.98088,231,.png
0.015428609,129,127,06240910_proc_00232.png,3.308242559,74,71,14.88057968,1,,,16505.9278,232,.png
0.015495112,132,126,06240910_proc_00233.png,3.382257223,75,69,11.85077265,1,,,16257.74198,233,.png
0.015561615,133,125,06240910_proc_00234.png,3.625320911,74,68,10.92787152,1,,,15808.49423,234,.png
0.015628117,134,122,06240910_proc_00235.png,3.676563501,74,67,5.75818543,1,,,15576.01638,235,.png
0.016160138,160,130,06240910_proc_00243.png,4.808378696,70,65,26.86468787,1,,,14294.24657,243,.png
0.016226641,161,147,06240910_proc_00244.png,8.010017395,95,80,173.3085333,1,,,23876.10417,244,.png
0.016293144,163,153,06240910_proc_00245.png,9.823612213,104,87,152.2411584,1,,,28425.13033,245,.png
0.016692159,140,162,06240910_proc_00251.png,6.236032486,107,87,3.310226422,1,,,29245.08601,251,.png
0.018288222,127,160,06240910_proc_00275.png,7.890660286,97,93,163.2135021,1,,,28340.30733,275,.png
0.020482809,151,165,06240910_proc_00308.png,5.943455219,115,89,18.38932811,1,,,32154.20081,308,.png
0.039569063,123,155,06240910_proc_00595.png,8.268699646,96,88,161.30707,1,,,26540.17474,595,.png
0.040300592,133,150,06240910_proc_00606.png,6.291732788,107,95,171.2185376,1,,,31934.28932,606,.png
0.040367095,130,153,06240910_proc_00607.png,4.662411213,129,106,161.9423117,1,,,42958.13795,607,.png
0.040433597,128,156,06240910_proc_00608.png,4.929578781,110,91,157.3845606,1,,,31447.34246,608,.png
0.040965618,125,157,06240910_proc_00616.png,6.006747246,110,100,173.1835028,1,,,34557.51919,616,.png
0.041098623,120,156,06240910_proc_00618.png,9.176448822,111,101,171.0534161,1,,,35220.39524,618,.png
0.041564142,127,158,06240910_proc_00625.png,8.059576035,122,112,1.241983669,1,,,42926.72202,625,.png
0.041630644,126,157,06240910_proc_00626.png,5.850697517,116,109,10.62077938,1,,,39722.29751,626,.png
0.041697147,121,157,06240910_proc_00627.png,5.547075748,117,109,12.29923434,1,,,40064.73111,627,.png
0.04176365,117,162,06240910_proc_00628.png,7.839519024,115,103,168.9389381,1,,,37212.16498,628,.png
0.041896655,126,164,06240910_proc_00630.png,6.339765072,121,110,168.9028892,1,,,41814.59822,630,.png
0.042362173,126,164,06240910_proc_00637.png,8.226474762,114,113,20.74447125,1,,,40469.99656,637,.png
0.042428676,122,148,06240910_proc_00638.png,10.051157,107,102,9.1671623,1,,,34287.34222,638,.png
0.042495179,133,157,06240910_proc_00639.png,7.39111805,89,86,16.25578705,1,,,24045.75017,639,.png
0.042561681,126,154,06240910_proc_00640.png,10.11544228,115,110,15.90535224,1,,,39741.14707,640,.png
0.0430272,126,164,06240910_proc_00647.png,7.450577736,115,109,86.05999422,1,,,39379.86391,647,.png
0.043093702,127,165,06240910_proc_00648.png,6.182930946,117,106,54.17797233,1,,,38962.03209,648,.png
0.043359713,119,160,06240910_proc_00652.png,8.334384918,108,95,168.9676283,1,,,32232.74063,652,.png
0.043426215,125,157,06240910_proc_00653.png,6.904475689,111,105,177.5775007,1,,,36615.26238,653,.png
0.043492718,128,156,06240910_proc_00654.png,5.043497562,111,101,175.4024473,1,,,35220.39524,654,.png
0.043559221,123,160,06240910_proc_00655.png,4.84230423,110,106,166.8051486,1,,,36630.97034,655,.png
0.044091242,114,155,06240910_proc_00663.png,7.774152756,114,98,62.58128042,1,,,35097.87313,663,.png
0.044290749,134,168,06240910_proc_00666.png,9.317556381,113,110,159.2195354,1,,,39049.99668,666,.png
0.044357252,141,167,06240910_proc_00667.png,9.435983658,105,105,71.14820911,1,,,34636.05901,667,.png
0.044423755,138,160,06240910_proc_00668.png,10.16415405,103,105,79.27080668,1,,,33976.32455,668,.png
0.044490257,141,161,06240910_proc_00669.png,6.918664932,100,100,104.0115432,1,,,31415.92654,669,.png
0.04455676,127,167,06240910_proc_00670.png,7.113408089,118,103,5.76621816,1,,,38182.91711,670,.png
0.044623263,124,172,06240910_proc_00671.png,8.302012444,117,112,146.9619139,1,,,41167.43013,671,.png
0.044756268,127,163,06240910_proc_00673.png,8.480826378,114,102,153.3794385,1,,,36530.43938,673,.png
0.044889273,122,163,06240910_proc_00675.png,7.936081886,104,99,151.8315195,1,,,32345.83796,675,.png
0.044955776,131,165,06240910_proc_00676.png,6.818571091,99,92,156.951472,1,,,28613.62589,676,.png
0.045022278,124,167,06240910_proc_00677.png,7.438085556,115,107,143.6266096,1,,,38657.2976,677,.png
0.045155284,138,170,06240910_proc_00679.png,9.037960052,106,103,159.5309852,1,,,34299.90859,679,.png
0.045221786,131,168,06240910_proc_00680.png,7.054181576,104,105,118.8049133,1,,,34306.19178,680,.png
0.045288289,126,163,06240910_proc_00681.png,8.768758774,108,109,122.9865668,1,,,36982.82872,681,.png
0.045354792,129,163,06240910_proc_00682.png,8.65173912,105,102,106.7625043,1,,,33646.45732,682,.png
0.045421294,135,162,06240910_proc_00683.png,8.259670258,101,96,135.5331736,1,,,30460.88237,683,.png
0.045487797,143,153,06240910_proc_00684.png,6.95870924,93,81,149.8958251,1,,,23665.61746,684,.png
0.045554299,121,156,06240910_proc_00685.png,8.285924911,106,91,165.0788814,1,,,30303.80274,685,.png
0.047017357,119,152,06240910_proc_00707.png,10.05517006,101,81,142.6283433,1,,,25701.3695,707,.png
0.04708386,146,144,06240910_proc_00708.png,8.222663879,85,65,159.7034628,1,,,17357.29941,708,.png
0.047150362,168,176,06240910_proc_00709.png,9.08836174,75,44,54.71329182,1,,,10367.25576,709,.png
0.047615881,144,158,06240910_proc_00716.png,8.862995148,111,92,24.22606115,1,,,32081.94418,716,.png
0.047815389,145,158,06240910_proc_00719.png,7.781569481,87,81,170.5941055,1,,,22138.80343,719,.png
0.048014897,131,164,06240910_proc_00722.png,7.497121811,100,93,125.7657059,1,,,29216.81168,722,.png
0.048480415,142,160,06240910_proc_00729.png,7.804448128,94,85,122.802985,1,,,25101.3253,729,.png
0.051539536,159,158,06240910_proc_00775.png,7.492496014,100,84,130.6835582,1,,,26389.37829,775,.png
0.055263683,131,167,06240910_proc_00831.png,10.15882587,102,86,113.2789009,1,,,27558.05076,831,.png
0.056726741,138,153,06240910_proc_00853.png,8.737574577,104,95,141.8694513,1,,,31038.93542,853,.png
0.057192259,125,161,06240910_proc_00860.png,5.147093296,112,107,76.19571891,1,,,37648.84636,860,.png
0.057258762,128,158,06240910_proc_00861.png,6.882153034,119,114,76.94770225,1,,,42618.84594,861,.png
0.057657777,133,159,06240910_proc_00867.png,7.285579681,108,99,136.8633358,1,,,33589.90865,867,.png
0.058588814,117,163,06240910_proc_00881.png,5.69867897,122,116,145.2466383,1,,,44459.81923,881,.png
0.059785862,131,152,06240910_proc_00899.png,9.520852089,105,97,140.3948749,1,,,31997.12118,899,.png
0.06025138,124,165,06240910_proc_00906.png,6.908596992,110,109,119.5731183,1,,,37667.69592,906,.png
0.06051739,136,149,06240910_proc_00910.png,6.787853241,104,98,138.745917,1,,,32019.11233,910,.png
0.061248919,130,152,06240910_proc_00921.png,6.231866837,106,98,51.47045119,1,,,32634.86449,921,.png
0.061315422,132,157,06240910_proc_00922.png,8.642040253,112,109,94.96809268,1,,,38352.56312,922,.png
0.061647935,99,158,06240910_proc_00927.png,6.101607323,110,101,174.8146194,1,,,34903.09438,927,.png
0.062113453,104,150,06240910_proc_00934.png,7.784532547,111,102,142.8405539,1,,,35569.11202,934,.png
0.062179956,99,148,06240910_proc_00935.png,7.985704899,111,100,148.0108159,1,,,34871.67845,935,.png
0.062711977,119,154,06240910_proc_00943.png,9.237733841,112,106,110.3367491,1,,,37296.98798,943,.png
0.06277848,118,153,06240910_proc_00944.png,7.924359798,110,106,117.7047133,1,,,36630.97034,944,.png
0.062844982,115,156,06240910_proc_00945.png,9.371236801,106,106,105.1920662,1,,,35298.93506,945,.png
