time,x,y,filename,fringe,rx,ry,angle,cluster,,,Area of ellipse,,,
0.081066702,215,144,06241902_proc_01219.png,5.763297081,73,71,133.4483983,1,,,16282.87472,1219,.png,0.081066702
0.081133205,212,144,06241902_proc_01220.png,5.481454372,77,75,153.8138231,1,,,18142.69757,1220,.png,0.081133205
0.081199707,209,144,06241902_proc_01221.png,7.464865685,79,76,171.6658834,1,,,18862.12229,1221,.png,0.081199707
0.08126621,210,146,06241902_proc_01222.png,6.281732559,78,77,61.83094316,1,,,18868.40548,1222,.png,0.08126621
0.081332713,213,149,06241902_proc_01223.png,6.995164871,86,81,108.6125294,1,,,21884.33442,1223,.png,0.081332713
0.081399215,213,147,06241902_proc_01224.png,8.023431778,82,75,135.1084314,1,,,19320.79482,1224,.png,0.081399215
0.081465718,212,146,06241902_proc_01225.png,8.298808098,84,73,158.6980402,1,,,19264.24615,1225,.png,0.081465718
0.081532221,216,146,06241902_proc_01226.png,7.763473988,83,77,113.7910354,1,,,20077.91865,1226,.png,0.081532221
0.081598723,215,149,06241902_proc_01227.png,7.700465202,79,72,159.5715138,1,,,17869.37901,1227,.png,0.081598723
0.081665226,214,149,06241902_proc_01228.png,6.973073959,83,75,137.7826929,1,,,19556.41427,1228,.png,0.081665226
0.081731728,215,148,06241902_proc_01229.png,6.604754925,80,72,171.5393371,1,,,18095.57368,1229,.png,0.081731728
0.081798231,217,141,06241902_proc_01230.png,5.629593372,69,62,157.4474855,1,,,13439.73337,1230,.png,0.081798231
0.081864734,209,149,06241902_proc_01231.png,2.625196457,58,51,155.4384195,1,,,9292.831069,1231,.png,0.081864734
0.081931236,209,152,06241902_proc_01232.png,3.888907909,52,51,133.5527295,1,,,8331.503717,1232,.png,0.081931236
0.081997739,211,149,06241902_proc_01233.png,4.833202362,80,74,88.92867367,1,,,18598.22851,1233,.png,0.081997739
0.082064242,207,145,06241902_proc_01234.png,5.446911812,84,80,87.67556619,1,,,21111.50263,1234,.png,0.082064242
0.082130744,206,146,06241902_proc_01235.png,7.139927387,81,77,65.78402442,1,,,19594.11338,1235,.png,0.082130744
0.082197247,205,145,06241902_proc_01236.png,8.339136124,84,79,94.6706721,1,,,20847.60885,1236,.png,0.082197247
0.082263749,206,147,06241902_proc_01237.png,7.778056145,89,86,55.40519681,1,,,24045.75017,1237,.png,0.082263749
0.082330252,209,147,06241902_proc_01238.png,8.112119675,90,81,12.00939184,1,,,22902.21044,1238,.png,0.082330252
0.082396755,202,146,06241902_proc_01239.png,7.756891727,94,74,141.7889916,1,,,21852.9185,1239,.png,0.082396755
0.082463257,204,148,06241902_proc_01240.png,7.449241161,91,81,114.4900164,1,,,23156.67945,1240,.png,0.082463257
0.08252976,201,147,06241902_proc_01241.png,8.244912148,85,78,156.5700999,1,,,20828.75929,1241,.png,0.08252976
0.082596263,205,152,06241902_proc_01242.png,5.765720844,76,73,153.6830472,1,,,17429.55604,1242,.png,0.082596263
0.082662765,200,148,06241902_proc_01243.png,4.963504314,75,71,161.8363174,1,,,16728.98088,1243,.png,0.082662765
0.082729268,203,152,06241902_proc_01244.png,1.90274334,60,59,105.0527304,1,,,11121.23799,1244,.png,0.082729268
0.082862273,221,146,06241902_proc_01246.png,4.791334152,72,69,100.0084786,1,,,15607.4323,1246,.png,0.082862273
0.082928776,217,144,06241902_proc_01247.png,6.661245346,80,75,175.8128217,1,,,18849.55592,1247,.png,0.082928776
0.082995278,212,144,06241902_proc_01248.png,7.191411972,85,79,144.6894178,1,,,21095.79467,1248,.png,0.082995278
0.083061781,211,144,06241902_proc_01249.png,8.41133976,84,76,153.9047415,1,,,20055.9275,1249,.png,0.083061781
0.083128284,212,146,06241902_proc_01250.png,9.239841461,82,77,140.5655613,1,,,19836.01601,1250,.png,0.083128284
0.083194786,212,145,06241902_proc_01251.png,7.940542221,90,83,161.1475355,1,,,23467.69712,1251,.png,0.083194786
0.083261289,213,146,06241902_proc_01252.png,9.70375824,86,80,17.40249214,1,,,21614.15746,1252,.png,0.083261289
0.083327791,213,148,06241902_proc_01253.png,8.559386253,82,77,38.45482222,1,,,19836.01601,1253,.png,0.083327791
0.083394294,212,147,06241902_proc_01254.png,7.884641647,80,75,118.3874863,1,,,18849.55592,1254,.png,0.083394294
0.083460797,215,145,06241902_proc_01255.png,5.872164249,80,74,108.159401,1,,,18598.22851,1255,.png,0.083460797
0.083527299,217,145,06241902_proc_01256.png,6.370975494,77,74,136.6009609,1,,,17900.79494,1256,.png,0.083527299
0.083593802,216,147,06241902_proc_01257.png,6.229690552,75,72,52.19367943,1,,,16964.60033,1257,.png,0.083593802
0.083660305,228,146,06241902_proc_01258.png,3.053126335,54,51,83.50601574,1,,,8651.946168,1258,.png,0.083660305
0.08379331,202,153,06241902_proc_01260.png,3.176635981,64,61,145.6183509,1,,,12264.77772,1260,.png,0.08379331
0.083859812,201,145,06241902_proc_01261.png,7.810684204,81,73,143.6705892,1,,,18576.23736,1261,.png,0.083859812
0.083926315,202,145,06241902_proc_01262.png,8.073939323,81,73,128.2638203,1,,,18576.23736,1262,.png,0.083926315
0.083992818,202,143,06241902_proc_01263.png,8.187416077,82,80,175.5403313,1,,,20608.84781,1263,.png,0.083992818
0.08405932,203,144,06241902_proc_01264.png,8.018505096,82,77,56.1207889,1,,,19836.01601,1264,.png,0.08405932
0.084125823,206,145,06241902_proc_01265.png,8.589338303,88,84,59.32762419,1,,,23222.6529,1265,.png,0.084125823
0.084192326,205,145,06241902_proc_01266.png,6.468025208,88,79,80.5071119,1,,,21840.35213,1266,.png,0.084192326
0.084258828,206,149,06241902_proc_01267.png,9.92580986,88,81,5.622191241,1,,,22393.27243,1267,.png,0.084258828
0.084325331,204,149,06241902_proc_01268.png,8.748205185,85,83,4.457619228,1,,,22163.93617,1268,.png,0.084325331
0.084391833,204,151,06241902_proc_01269.png,7.335313797,86,79,161.2092839,1,,,21343.98049,1269,.png,0.084391833
0.084458336,200,150,06241902_proc_01270.png,6.451347351,82,73,27.0850127,1,,,18805.57362,1270,.png,0.084458336
0.084524839,201,152,06241902_proc_01271.png,4.578727245,74,60,31.58207072,1,,,13948.67138,1271,.png,0.084524839
0.084790849,219,152,06241902_proc_01275.png,5.115283489,79,73,15.90917714,1,,,18117.56483,1275,.png,0.084790849
0.084857352,218,147,06241902_proc_01276.png,5.108979702,77,74,121.1252447,1,,,17900.79494,1276,.png,0.084857352
0.084923854,215,148,06241902_proc_01277.png,8.541884422,80,78,165.4481061,1,,,19603.53816,1277,.png,0.084923854
0.084990357,216,146,06241902_proc_01278.png,8.228478432,86,81,163.4327819,1,,,21884.33442,1278,.png,0.084990357
0.08505686,213,144,06241902_proc_01279.png,6.585077286,88,78,170.896595,1,,,21563.89197,1279,.png,0.08505686
0.085123362,215,145,06241902_proc_01280.png,7.238423347,87,77,156.9571001,1,,,21045.52919,1280,.png,0.085123362
0.085189865,217,146,06241902_proc_01281.png,9.093320847,82,74,3.640429356,1,,,19063.18422,1281,.png,0.085189865
0.085256368,219,145,06241902_proc_01282.png,8.509105682,86,75,168.9272747,1,,,20263.27262,1282,.png,0.085256368
0.08532287,216,147,06241902_proc_01283.png,6.513628483,78,71,152.600049,1,,,17398.14012,1283,.png,0.08532287
0.085389373,219,150,06241902_proc_01284.png,7.987443924,75,71,167.7448093,1,,,16728.98088,1284,.png,0.085389373
0.085455876,220,152,06241902_proc_01285.png,5.92154026,77,74,118.3022045,1,,,17900.79494,1285,.png,0.085455876
0.085588881,222,161,06241902_proc_01287.png,2.870559454,58,54,0.184112271,1,,,9839.468191,1287,.png,0.085588881
0.085655383,203,152,06241902_proc_01288.png,1.770588875,66,60,93.00883243,1,,,12440.70691,1288,.png,0.085655383
0.085721886,203,152,06241902_proc_01289.png,2.362715721,82,72,100.7411462,1,,,18547.96303,1289,.png,0.085721886
0.085788389,202,148,06241902_proc_01290.png,5.907648087,77,71,7.841373063,1,,,17175.08704,1290,.png,0.085788389
0.085854891,207,148,06241902_proc_01291.png,6.228284836,76,69,56.44226883,1,,,16474.51188,1291,.png,0.085854891
0.085921394,208,147,06241902_proc_01292.png,8.543966293,75,70,142.6986567,1,,,16493.36143,1292,.png,0.085921394
0.085987897,211,145,06241902_proc_01293.png,6.677479744,75,69,173.9413208,1,,,16257.74198,1293,.png,0.085987897
0.086054399,208,147,06241902_proc_01294.png,10.47347355,75,71,143.9608859,1,,,16728.98088,1294,.png,0.086054399
0.086120902,209,145,06241902_proc_01295.png,9.621643066,81,76,167.8329136,1,,,19339.64438,1295,.png,0.086120902
0.086187404,202,139,06241902_proc_01296.png,7.080422878,90,84,23.82049647,1,,,23750.44046,1296,.png,0.086187404
0.086253907,201,146,06241902_proc_01297.png,6.711747169,81,81,164.5677801,1,,,20611.9894,1297,.png,0.086253907
0.08632041,198,150,06241902_proc_01298.png,6.305353165,79,73,109.6634223,1,,,18117.56483,1298,.png,0.08632041
0.086386912,200,154,06241902_proc_01299.png,5.430970669,82,67,151.8188615,1,,,17259.91004,1299,.png,0.086386912
0.086652923,220,148,06241902_proc_01303.png,6.918429375,71,62,35.67456981,1,,,13829.29086,1303,.png,0.086652923
0.086719425,216,152,06241902_proc_01304.png,7.989240646,78,70,129.8190749,1,,,17153.09589,1304,.png,0.086719425
0.086785928,210,149,06241902_proc_01305.png,7.428129196,83,76,136.5983347,1,,,19817.16646,1305,.png,0.086785928
0.086852431,215,150,06241902_proc_01306.png,7.509412766,81,70,162.983446,1,,,17812.83035,1306,.png,0.086852431
0.086918933,218,147,06241902_proc_01307.png,6.441035271,82,72,28.50307267,1,,,18547.96303,1307,.png,0.086918933
0.086985436,216,145,06241902_proc_01308.png,8.467974663,84,74,0.812823941,1,,,19528.13993,1308,.png,0.086985436
0.087051939,216,144,06241902_proc_01309.png,7.892026901,90,79,155.4155605,1,,,22336.72377,1309,.png,0.087051939
0.087118441,213,145,06241902_proc_01310.png,6.235851288,87,77,156.8063168,1,,,21045.52919,1310,.png,0.087118441
0.087184944,219,144,06241902_proc_01311.png,4.645850658,86,75,179.6860998,1,,,20263.27262,1311,.png,0.087184944
0.087251446,219,139,06241902_proc_01312.png,4.267260075,76,70,142.6352316,1,,,16713.27292,1312,.png,0.087251446
0.087317949,219,155,06241902_proc_01313.png,3.932148457,67,60,170.3113553,1,,,12629.20247,1313,.png,0.087317949
0.087384452,220,153,06241902_proc_01314.png,3.657087564,61,54,147.153914,1,,,10348.4062,1314,.png,0.087384452
0.087517457,202,141,06241902_proc_01316.png,2.626271963,91,67,171.8525457,1,,,19154.29041,1316,.png,0.087517457
0.08758396,204,148,06241902_proc_01317.png,7.724373817,77,69,147.0338734,1,,,16691.28177,1317,.png,0.08758396
0.087650462,205,150,06241902_proc_01318.png,7.447198868,77,70,136.9629849,1,,,16933.1844,1318,.png,0.087650462
0.087716965,204,149,06241902_proc_01319.png,7.398537636,79,69,125.5407161,1,,,17124.82155,1319,.png,0.087716965
0.087783467,201,148,06241902_proc_01320.png,7.583274841,81,71,125.9254982,1,,,18067.29935,1320,.png,0.087783467
0.08784997,203,150,06241902_proc_01321.png,7.675100327,86,73,168.1804712,1,,,19722.91868,1321,.png,0.08784997
0.087916473,206,147,06241902_proc_01322.png,5.868677616,88,83,17.93525031,1,,,22946.19274,1322,.png,0.087916473
0.087982975,206,147,06241902_proc_01323.png,7.563254833,82,76,31.62962591,1,,,19578.40542,1323,.png,0.087982975
0.088049478,202,146,06241902_proc_01324.png,6.554451942,77,73,63.56927411,1,,,17658.89231,1324,.png,0.088049478
0.088115981,201,145,06241902_proc_01325.png,4.937623024,82,73,145.9125442,1,,,18805.57362,1325,.png,0.088115981
0.088182483,204,143,06241902_proc_01326.png,5.761984825,76,64,143.3558814,1,,,15280.70667,1326,.png,0.088182483
0.088248986,205,139,06241902_proc_01327.png,4.484791279,70,63,144.913571,1,,,13854.4236,1327,.png,0.088248986
0.088248986,203,144,06241902_proc_01327.png,3.927745819,68,58,144.1047639,1,,,12390.44143,1327,.png,0.088248986
0.088514996,219,143,06241902_proc_01331.png,3.965225935,80,78,83.65299458,1,,,19603.53816,1331,.png,0.088514996
0.088581499,219,149,06241902_proc_01332.png,6.292451382,75,71,149.6071916,1,,,16728.98088,1332,.png,0.088581499
0.088648002,214,151,06241902_proc_01333.png,10.26731777,80,74,67.66507901,1,,,18598.22851,1333,.png,0.088648002
0.088714504,214,151,06241902_proc_01334.png,9.833555222,78,73,148.5046044,1,,,17888.22857,1334,.png,0.088714504
0.088781007,216,151,06241902_proc_01335.png,10.10433102,82,77,153.9878495,1,,,19836.01601,1335,.png,0.088781007
0.088847509,214,148,06241902_proc_01336.png,7.982253075,78,71,151.9785786,1,,,17398.14012,1336,.png,0.088847509
0.088914012,214,146,06241902_proc_01337.png,7.573378563,77,70,161.6928527,1,,,16933.1844,1337,.png,0.088914012
0.088980515,212,147,06241902_proc_01338.png,6.318409443,79,71,145.6607117,1,,,17621.19319,1338,.png,0.088980515
0.089047017,215,144,06241902_proc_01339.png,5.30796051,83,74,164.7641224,1,,,19295.66208,1339,.png,0.089047017
0.08911352,218,143,06241902_proc_01340.png,5.951117992,79,71,152.4555051,1,,,17621.19319,1340,.png,0.08911352
0.089180023,221,142,06241902_proc_01341.png,4.570245266,74,63,6.092703763,1,,,14646.10495,1341,.png,0.089180023
0.08937953,205,140,06241902_proc_01344.png,2.531024933,63,53,165.6909287,1,,,10489.77787,1344,.png,0.08937953
0.089446033,208,142,06241902_proc_01345.png,3.895323277,75,58,151.803222,1,,,13665.92804,1345,.png,0.089446033
0.089512536,205,144,06241902_proc_01346.png,4.558294296,72,61,131.2846251,1,,,13797.87493,1346,.png,0.089512536
0.089579038,207,145,06241902_proc_01347.png,6.230157375,79,67,109.1454071,1,,,16628.44992,1347,.png,0.089579038
0.089645541,206,147,06241902_proc_01348.png,7.337999344,76,70,25.91240241,1,,,16713.27292,1348,.png,0.089645541
0.089712044,207,148,06241902_proc_01349.png,7.628071785,78,72,44.32282215,1,,,17643.18434,1349,.png,0.089712044
0.089778546,206,148,06241902_proc_01350.png,7.943792343,77,73,55.29993335,1,,,17658.89231,1350,.png,0.089778546
0.089845049,204,145,06241902_proc_01351.png,6.806144714,72,69,74.16657216,1,,,15607.4323,1351,.png,0.089845049
0.089911552,203,150,06241902_proc_01352.png,4.622584343,75,70,77.53278308,1,,,16493.36143,1352,.png,0.089911552
0.089978054,205,149,06241902_proc_01353.png,4.886147499,76,70,60.28588607,1,,,16713.27292,1353,.png,0.089978054
0.090044557,203,144,06241902_proc_01354.png,5.530619621,79,67,153.726897,1,,,16628.44992,1354,.png,0.090044557
0.090111059,205,144,06241902_proc_01355.png,2.88187623,70,55,176.9064129,1,,,12095.13172,1355,.png,0.090111059
0.09037707,215,148,06241902_proc_01359.png,3.504328728,85,74,168.8837152,1,,,19760.61779,1359,.png,0.09037707
0.090443573,215,144,06241902_proc_01360.png,6.086573601,83,76,179.4710405,1,,,19817.16646,1360,.png,0.090443573
0.090510075,217,144,06241902_proc_01361.png,9.382827759,83,76,152.7509945,1,,,19817.16646,1361,.png,0.090510075
0.090576578,213,145,06241902_proc_01362.png,9.774768829,80,76,150.5831812,1,,,19100.88333,1362,.png,0.090576578
0.09064308,217,146,06241902_proc_01363.png,9.312776566,80,75,171.0566459,1,,,18849.55592,1363,.png,0.09064308
0.090709583,216,145,06241902_proc_01364.png,6.951246738,75,71,176.4705964,1,,,16728.98088,1364,.png,0.090709583
0.090776086,218,146,06241902_proc_01365.png,6.231150627,84,74,166.6540759,1,,,19528.13993,1365,.png,0.090776086
0.090842588,218,148,06241902_proc_01366.png,6.610346794,78,68,174.6716017,1,,,16663.00743,1366,.png,0.090842588
0.090909091,221,149,06241902_proc_01367.png,6.658062935,79,67,169.956276,1,,,16628.44992,1367,.png,0.090909091
0.090975594,218,150,06241902_proc_01368.png,7.318404675,77,70,103.5154597,1,,,16933.1844,1368,.png,0.090975594
0.091042096,225,150,06241902_proc_01369.png,3.646406651,79,72,18.30873871,1,,,17869.37901,1369,.png,0.091042096
0.091241604,199,156,06241902_proc_01372.png,2.911073208,67,52,16.52770029,1,,,10945.30881,1372,.png,0.091241604
0.091308107,203,151,06241902_proc_01373.png,3.352665186,74,62,173.7779815,1,,,14413.62709,1373,.png,0.091308107
0.091374609,202,146,06241902_proc_01374.png,5.557177544,75,68,156.7062426,1,,,16022.12253,1374,.png,0.091374609
0.091441112,205,146,06241902_proc_01375.png,6.400741577,73,68,11.50110283,1,,,15594.86593,1375,.png,0.091441112
0.091507615,205,146,06241902_proc_01376.png,7.858198643,78,74,103.4812405,1,,,18133.2728,1376,.png,0.091507615
0.091574117,210,148,06241902_proc_01377.png,10.37614632,75,72,170.7103468,1,,,16964.60033,1377,.png,0.091574117
0.09164062,208,148,06241902_proc_01378.png,10.22277164,75,72,27.86439705,1,,,16964.60033,1378,.png,0.09164062
0.091707122,202,145,06241902_proc_01379.png,8.059659004,76,72,146.5354506,1,,,17190.795,1379,.png,0.091707122
0.091773625,203,147,06241902_proc_01380.png,7.3683815,76,73,147.619569,1,,,17429.55604,1380,.png,0.091773625
0.091840128,201,149,06241902_proc_01381.png,6.292377472,76,71,125.8497378,1,,,16952.03396,1381,.png,0.091840128
0.09190663,197,155,06241902_proc_01382.png,5.614330769,76,71,114.3557691,1,,,16952.03396,1382,.png,0.09190663
0.091973133,200,155,06241902_proc_01383.png,4.508817196,74,66,1.528405411,1,,,15343.53852,1383,.png,0.091973133
0.092305646,219,146,06241902_proc_01388.png,6.20343399,81,69,171.6700908,1,,,17558.36134,1388,.png,0.092305646
0.092372149,216,146,06241902_proc_01389.png,5.554790497,80,72,165.719642,1,,,18095.57368,1389,.png,0.092372149
0.092438651,218,145,06241902_proc_01390.png,3.71928072,81,74,8.38644265,1,,,18830.70637,1390,.png,0.092438651
0.092505154,216,146,06241902_proc_01391.png,8.673485756,89,74,170.9947772,1,,,20690.52922,1391,.png,0.092505154
0.092571657,218,150,06241902_proc_01392.png,9.524184227,80,73,140.3829733,1,,,18346.9011,1392,.png,0.092571657
0.092638159,219,146,06241902_proc_01393.png,7.610925674,78,71,138.3903066,1,,,17398.14012,1393,.png,0.092638159
0.092704662,217,144,06241902_proc_01394.png,4.545403481,80,69,174.7360027,1,,,17341.59145,1394,.png,0.092704662
0.092771164,216,146,06241902_proc_01395.png,4.934158325,76,67,13.95124195,1,,,15996.98979,1395,.png,0.092771164
0.092837667,218,151,06241902_proc_01396.png,5.015933514,74,65,15.82650966,1,,,15111.06066,1396,.png,0.092837667
0.093103678,208,153,06241902_proc_01400.png,1.448339462,61,57,165.6960257,1,,,10923.31766,1400,.png,0.093103678
0.09317018,204,154,06241902_proc_01401.png,4.616922379,72,65,144.1821772,1,,,14702.65362,1401,.png,0.09317018
0.093236683,204,151,06241902_proc_01402.png,4.546889305,78,69,157.8244334,1,,,16908.05166,1402,.png,0.093236683
0.093303185,208,150,06241902_proc_01403.png,4.957043171,76,72,110.8530158,1,,,17190.795,1403,.png,0.093303185
0.093369688,206,148,06241902_proc_01404.png,9.16003418,81,74,172.5464528,1,,,18830.70637,1404,.png,0.093369688
0.093436191,203,147,06241902_proc_01405.png,9.485591888,85,75,132.221611,1,,,20027.65317,1405,.png,0.093436191
0.093502693,207,147,06241902_proc_01406.png,9.832344055,85,76,114.0542504,1,,,20294.68854,1406,.png,0.093502693
0.093569196,209,147,06241902_proc_01407.png,9.449850082,82,76,109.4733654,1,,,19578.40542,1407,.png,0.093569196
0.093635699,207,146,06241902_proc_01408.png,6.596698761,80,73,136.4341097,1,,,18346.9011,1408,.png,0.093635699
0.093702201,201,150,06241902_proc_01409.png,5.378261089,72,68,134.1406004,1,,,15381.23763,1409,.png,0.093702201
0.093768704,203,146,06241902_proc_01410.png,4.662903309,75,70,148.434513,1,,,16493.36143,1410,.png,0.093768704
0.093835206,196,149,06241902_proc_01411.png,3.531835079,78,63,150.0738369,1,,,15437.7863,1411,.png,0.093835206
0.093901709,194,158,06241902_proc_01412.png,2.251823425,59,48,164.6597691,1,,,8896.990395,1412,.png,0.093901709
0.094034714,230,148,06241902_proc_01414.png,2.611797571,69,59,29.49612412,1,,,12789.42369,1414,.png,0.094034714
0.094101217,217,145,06241902_proc_01415.png,5.84430933,80,69,53.93827708,1,,,17341.59145,1415,.png,0.094101217
0.09416772,214,148,06241902_proc_01416.png,5.553711891,81,72,107.1997594,1,,,18321.76836,1416,.png,0.09416772
0.094234222,214,147,06241902_proc_01417.png,7.582998753,78,71,122.2532299,1,,,17398.14012,1417,.png,0.094234222
0.094300725,213,148,06241902_proc_01418.png,8.609923363,83,72,140.8627907,1,,,18774.1577,1418,.png,0.094300725
0.094367228,214,146,06241902_proc_01419.png,9.452934265,82,75,126.3444074,1,,,19320.79482,1419,.png,0.094367228
0.09443373,215,144,06241902_proc_01420.png,10.61991119,84,77,121.9735405,1,,,20319.82128,1420,.png,0.09443373
0.094500233,215,144,06241902_proc_01421.png,10.6690712,88,76,157.8774698,1,,,21010.97167,1421,.png,0.094500233
0.094566735,218,145,06241902_proc_01422.png,9.483772278,82,73,64.80522417,1,,,18805.57362,1422,.png,0.094566735
0.094633238,215,145,06241902_proc_01423.png,7.64878273,80,75,21.87981945,1,,,18849.55592,1423,.png,0.094633238
0.094699741,219,143,06241902_proc_01424.png,7.168631077,80,74,109.2321095,1,,,18598.22851,1424,.png,0.094699741
0.094766243,223,148,06241902_proc_01425.png,4.878762722,78,68,70.86595154,1,,,16663.00743,1425,.png,0.094766243
0.094965751,206,149,06241902_proc_01428.png,3.45031023,63,57,163.7086943,1,,,11281.45922,1428,.png,0.094965751
0.095032254,203,152,06241902_proc_01429.png,4.828135967,76,64,175.3425768,1,,,15280.70667,1429,.png,0.095032254
0.095098756,206,152,06241902_proc_01430.png,5.982585907,83,74,122.5555478,1,,,19295.66208,1430,.png,0.095098756
0.095165259,204,150,06241902_proc_01431.png,5.919290543,84,77,96.37164875,1,,,20319.82128,1431,.png,0.095165259
0.095231762,202,149,06241902_proc_01432.png,7.909254074,83,78,171.2698178,1,,,20338.67084,1432,.png,0.095231762
0.095298264,207,146,06241902_proc_01433.png,7.706566811,82,79,167.7804765,1,,,20351.23721,1433,.png,0.095298264
0.095364767,204,148,06241902_proc_01434.png,8.513526917,81,78,167.8896443,1,,,19848.58239,1434,.png,0.095364767
0.09543127,206,145,06241902_proc_01435.png,5.494730473,86,79,145.742592,1,,,21343.98049,1435,.png,0.09543127
0.095497772,206,138,06241902_proc_01436.png,3.090315342,86,76,146.067808,1,,,20533.44958,1436,.png,0.095497772
0.095564275,203,143,06241902_proc_01437.png,5.093043327,81,79,114.3087432,1,,,20103.05139,1437,.png,0.095564275
0.095630777,201,148,06241902_proc_01438.png,5.899571896,86,80,155.9342588,1,,,21614.15746,1438,.png,0.095630777
0.09569728,201,152,06241902_proc_01439.png,4.230974197,75,67,11.05009178,1,,,15786.50308,1439,.png,0.09569728
0.095763783,198,158,06241902_proc_01440.png,2.76103878,63,49,31.24839891,1,,,9698.096522,1440,.png,0.095763783
0.095896788,222,147,06241902_proc_01442.png,3.776224613,67,61,60.81454271,1,,,12839.68918,1442,.png,0.095896788
0.095963291,217,144,06241902_proc_01443.png,5.966085911,77,71,60.17111157,1,,,17175.08704,1443,.png,0.095963291
0.096029793,213,148,06241902_proc_01444.png,6.105027199,77,71,77.85607642,1,,,17175.08704,1444,.png,0.096029793
0.096096296,211,150,06241902_proc_01445.png,6.461572647,77,69,25.45994848,1,,,16691.28177,1445,.png,0.096096296
0.096162798,213,148,06241902_proc_01446.png,7.743164063,83,74,156.4172163,1,,,19295.66208,1446,.png,0.096162798
0.096229301,215,145,06241902_proc_01447.png,10.0191803,88,80,127.4291302,1,,,22116.81228,1447,.png,0.096229301
0.096295804,211,146,06241902_proc_01448.png,10.22316265,89,78,136.2537961,1,,,21808.9362,1448,.png,0.096295804
0.096362306,214,148,06241902_proc_01449.png,8.316890717,81,77,83.80546489,1,,,19594.11338,1449,.png,0.096362306
0.096428809,214,146,06241902_proc_01450.png,6.884992123,81,75,107.6871753,1,,,19085.17537,1450,.png,0.096428809
0.096495312,217,146,06241902_proc_01451.png,6.884485245,85,72,166.9620875,1,,,19226.54704,1451,.png,0.096495312
0.096561814,216,147,06241902_proc_01452.png,4.563335896,79,71,165.9946203,1,,,17621.19319,1452,.png,0.096561814
0.096628317,221,146,06241902_proc_01453.png,6.423865795,72,67,136.915778,1,,,15155.04296,1453,.png,0.096628317
0.096694819,222,143,06241902_proc_01454.png,5.227843761,64,58,173.0044178,1,,,11661.59193,1454,.png,0.096694819
0.096827825,207,147,06241902_proc_01456.png,2.089317083,70,63,143.6863943,1,,,13854.4236,1456,.png,0.096827825
0.096894327,208,149,06241902_proc_01457.png,5.042536736,81,73,9.377176957,1,,,18576.23736,1457,.png,0.096894327
0.09696083,205,151,06241902_proc_01458.png,7.46598053,89,79,173.4191798,1,,,22088.53795,1458,.png,0.09696083
0.097027333,205,154,06241902_proc_01459.png,6.715744972,90,80,171.1759104,1,,,22619.46711,1459,.png,0.097027333
0.097093835,205,148,06241902_proc_01460.png,8.991597176,90,82,40.78444948,1,,,23184.95378,1460,.png,0.097093835
0.097160338,207,147,06241902_proc_01461.png,9.993192673,85,76,35.38546156,1,,,20294.68854,1461,.png,0.097160338
0.09722684,209,149,06241902_proc_01462.png,9.663694382,86,73,37.6431601,1,,,19722.91868,1462,.png,0.09722684
0.097293343,206,147,06241902_proc_01463.png,9.334501266,89,79,58.47043545,1,,,22088.53795,1463,.png,0.097293343
0.097359846,205,151,06241902_proc_01464.png,7.13513422,81,75,30.35551218,1,,,19085.17537,1464,.png,0.097359846
0.097426348,204,149,06241902_proc_01465.png,6.979767799,79,73,8.985066896,1,,,18117.56483,1465,.png,0.097426348
0.097492851,206,144,06241902_proc_01466.png,5.253821373,78,73,28.16040208,1,,,17888.22857,1466,.png,0.097492851
0.097559354,202,149,06241902_proc_01467.png,2.765268564,64,60,14.03859067,1,,,12063.71579,1467,.png,0.097559354
0.097625856,198,158,06241902_proc_01468.png,1.64113307,51,45,145.9504381,1,,,7209.95514,1468,.png,0.097625856
0.097692359,215,134,06241902_proc_01469.png,1.101576328,52,45,172.2493122,1,,,7351.326809,1469,.png,0.097692359
0.097758861,215,141,06241902_proc_01470.png,3.376862288,65,59,61.35508388,1,,,12048.00783,1470,.png,0.097758861
0.097825364,215,147,06241902_proc_01471.png,5.384381294,77,72,3.257880492,1,,,17416.98967,1471,.png,0.097825364
0.097891867,212,147,06241902_proc_01472.png,6.664071083,77,70,29.85335326,1,,,16933.1844,1472,.png,0.097891867
0.097958369,212,145,06241902_proc_01473.png,8.818958282,80,73,31.53898589,1,,,18346.9011,1473,.png,0.097958369
0.098024872,212,146,06241902_proc_01474.png,9.704748154,83,79,146.0929192,1,,,20599.42303,1474,.png,0.098024872
0.098091375,212,148,06241902_proc_01475.png,10.66746616,79,79,114.4633036,1,,,19606.67975,1475,.png,0.098091375
0.098157877,211,147,06241902_proc_01476.png,9.415317535,82,79,135.1086978,1,,,20351.23721,1476,.png,0.098157877
0.09822438,211,147,06241902_proc_01477.png,7.910793304,84,79,158.085601,1,,,20847.60885,1477,.png,0.09822438
0.098290882,213,148,06241902_proc_01478.png,7.264924049,79,75,154.9909977,1,,,18613.93647,1478,.png,0.098290882
0.098357385,213,147,06241902_proc_01479.png,7.09687376,78,72,179.3828266,1,,,17643.18434,1479,.png,0.098357385
0.098423888,212,145,06241902_proc_01480.png,6.687103748,74,69,70.89810125,1,,,16040.97209,1480,.png,0.098423888
0.09849039,217,138,06241902_proc_01481.png,4.491868496,78,70,52.05783038,1,,,17153.09589,1481,.png,0.09849039
0.098689898,208,146,06241902_proc_01484.png,2.570783377,74,68,58.20534214,1,,,15808.49423,1484,.png,0.098689898
