time,x,y,filename,fringe,rx,ry,angle,cluster,,,time,,
0.052138059,152,319,06240909_proc_00784.png,1.85275054,82,68,144.1401613,3,,,0.052138059,784,.png
0.052204562,147,318,06240909_proc_00785.png,1.778612614,80,65,129.9775626,3,,,0.052204562,785,.png
0.052271065,144,314,06240909_proc_00786.png,1.838208199,81,70,117.2134861,3,,,0.052271065,786,.png
0.052337567,147,315,06240909_proc_00787.png,2.265636683,78,70,82.62839107,3,,,0.052337567,787,.png
0.05240407,143,310,06240909_proc_00788.png,1.779451847,75,67,79.64803119,3,,,0.05240407,788,.png
0.052803086,150,305,06240909_proc_00794.png,2.033170462,70,58,106.640162,3,,,0.052803086,794,.png
0.052869588,152,314,06240909_proc_00795.png,1.368867159,74,54,129.8702637,3,,,0.052869588,795,.png
0.052936091,147,314,06240909_proc_00796.png,1.136831999,87,62,151.7398737,3,,,0.052936091,796,.png
0.053002594,150,315,06240909_proc_00797.png,0.964975357,88,66,155.2145344,3,,,0.053002594,797,.png
0.053069096,150,315,06240909_proc_00798.png,1.61741066,88,68,144.3174969,3,,,0.053069096,798,.png
0.053135599,149,312,06240909_proc_00799.png,1.872681379,78,64,128.6152028,3,,,0.053135599,799,.png
0.053202101,145,315,06240909_proc_00800.png,1.983723164,79,65,115.9060991,3,,,0.053202101,800,.png
0.053268604,140,320,06240909_proc_00801.png,2.439695358,78,62,96.9119372,3,,,0.053268604,801,.png
0.053335107,142,322,06240909_proc_00802.png,2.198487759,78,63,109.2278884,3,,,0.053335107,802,.png
0.053401609,135,324,06240909_proc_00803.png,2.401858807,84,63,115.9823649,3,,,0.053401609,803,.png
0.053468112,140,321,06240909_proc_00804.png,1.922046185,80,61,111.3445845,3,,,0.053468112,804,.png
0.053534615,135,316,06240909_proc_00805.png,1.515067577,89,70,158.1654767,3,,,0.053534615,805,.png
0.053601117,143,321,06240909_proc_00806.png,1.38229847,99,75,165.0150584,3,,,0.053601117,806,.png
0.05366762,140,317,06240909_proc_00807.png,2.012822866,98,75,13.13485761,3,,,0.05366762,807,.png
0.053800625,155,306,06240909_proc_00809.png,1.187296867,77,57,171.6405503,3,,,0.053800625,809,.png
0.054332646,150,318,06240909_proc_00817.png,1.650855541,83,65,119.0399879,3,,,0.054332646,817,.png
0.054399149,156,322,06240909_proc_00818.png,2.031612396,77,66,108.8002571,3,,,0.054399149,818,.png
0.054465651,154,323,06240909_proc_00819.png,1.012158871,79,64,162.7939236,3,,,0.054465651,819,.png
0.054532154,156,320,06240909_proc_00820.png,1.33472538,83,64,179.2701829,3,,,0.054532154,820,.png
0.054598657,155,314,06240909_proc_00821.png,1.479817629,88,68,3.548732999,3,,,0.054598657,821,.png
0.054665159,160,313,06240909_proc_00822.png,0.964428902,83,66,176.916433,3,,,0.054665159,822,.png
0.054731662,159,309,06240909_proc_00823.png,1.693688869,86,72,10.15497243,3,,,0.054731662,823,.png
0.054798165,152,317,06240909_proc_00824.png,2.86467123,97,80,155.2915858,3,,,0.054798165,824,.png
0.054864667,156,321,06240909_proc_00825.png,2.557153463,102,85,141.5852334,3,,,0.054864667,825,.png
0.05493117,153,315,06240909_proc_00826.png,0.932355404,90,68,147.4162479,3,,,0.05493117,826,.png
0.054997672,147,312,06240909_proc_00827.png,0.850744724,81,57,157.5772898,3,,,0.054997672,827,.png
0.057923788,177,300,06240909_proc_00871.png,1.16399765,42,37,114.5575124,3,,,0.057923788,871,.png
0.057990291,177,308,06240909_proc_00872.png,1.300708055,45,35,124.9389525,3,,,0.057990291,872,.png
0.058056793,173,307,06240909_proc_00873.png,0.990681171,46,39,144.4872647,3,,,0.058056793,873,.png
0.058389306,140,296,06240909_proc_00878.png,1.467946768,65,53,106.48832,3,,,0.058389306,878,.png
0.058455809,143,300,06240909_proc_00879.png,1.449141026,68,52,145.6010636,3,,,0.058455809,879,.png
0.058588814,166,316,06240909_proc_00881.png,1.54123044,52,41,134.532725,3,,,0.058588814,881,.png
0.059719359,135,307,06240909_proc_00898.png,1.406176329,74,64,101.7220774,3,,,0.059719359,898,.png
0.059785862,141,312,06240909_proc_00899.png,1.578858376,67,56,100.8258132,3,,,0.059785862,899,.png
0.059852364,141,317,06240909_proc_00900.png,1.672502756,68,54,91.3495131,3,,,0.059852364,900,.png
0.059918867,141,323,06240909_proc_00901.png,1.541443825,64,53,92.25346815,3,,,0.059918867,901,.png
0.059985369,144,336,06240909_proc_00902.png,1.054475307,65,53,117.0706122,3,,,0.059985369,902,.png
0.060051872,153,340,06240909_proc_00903.png,1.014979124,70,59,139.9440107,3,,,0.060051872,903,.png
0.060783401,135,298,06240909_proc_00914.png,1.217653275,68,55,111.3560934,3,,,0.060783401,914,.png
0.061049411,143,309,06240909_proc_00918.png,1.460925579,82,54,157.2412547,3,,,0.061049411,918,.png
0.061115914,152,303,06240909_proc_00919.png,1.757618904,70,54,132.5755172,3,,,0.061115914,919,.png
0.061182417,142,299,06240909_proc_00920.png,1.801477909,78,63,115.8410278,3,,,0.061182417,920,.png
0.061248919,142,306,06240909_proc_00921.png,2.038486242,80,64,122.5184667,3,,,0.061248919,921,.png
0.061315422,140,307,06240909_proc_00922.png,1.725934982,75,59,98.08755619,3,,,0.061315422,922,.png
0.061381925,140,313,06240909_proc_00923.png,1.639051437,70,53,81.53365518,3,,,0.061381925,923,.png
0.061448427,136,319,06240909_proc_00924.png,1.711247921,73,60,101.9297767,3,,,0.061448427,924,.png
0.06151493,137,327,06240909_proc_00925.png,1.833217382,82,63,135.5313704,3,,,0.06151493,925,.png
0.062312961,150,333,06240909_proc_00937.png,0.992091179,79,58,133.0983204,3,,,0.062312961,937,.png
0.062379464,153,336,06240909_proc_00938.png,0.816962719,66,48,124.7820357,3,,,0.062379464,938,.png
0.062445967,152,332,06240909_proc_00939.png,1.092102051,65,46,133.1839778,3,,,0.062445967,939,.png
0.062512469,146,326,06240909_proc_00940.png,1.272077084,75,58,144.2193847,3,,,0.062512469,940,.png
0.062578972,141,323,06240909_proc_00941.png,1.341730595,74,59,7.646737432,3,,,0.062578972,941,.png
0.062645474,141,320,06240909_proc_00942.png,1.336995602,79,62,26.30158659,3,,,0.062645474,942,.png
0.062711977,153,321,06240909_proc_00943.png,1.259676218,89,67,173.5277687,3,,,0.062711977,943,.png
0.06277848,146,326,06240909_proc_00944.png,1.374828339,93,66,171.3971992,3,,,0.06277848,944,.png
0.063842522,158,311,06240909_proc_00960.png,1.705538034,66,55,124.2116296,3,,,0.063842522,960,.png
0.063909024,147,307,06240909_proc_00961.png,1.49138689,68,54,128.3828022,3,,,0.063909024,961,.png
0.063975527,142,299,06240909_proc_00962.png,1.705961466,78,65,128.2967008,3,,,0.063975527,962,.png
0.06404203,134,297,06240909_proc_00963.png,1.66420126,83,68,141.7344218,3,,,0.06404203,963,.png
0.064108532,133,295,06240909_proc_00964.png,1.638956547,79,60,2.292226426,3,,,0.064108532,964,.png
0.064175035,142,289,06240909_proc_00965.png,1.902265787,67,56,136.8647292,3,,,0.064175035,965,.png
0.067234156,135,304,06240909_proc_01011.png,1.923987627,61,47,66.23179797,3,,,0.067234156,1011,.png
0.068630711,167,320,06240909_proc_01032.png,1.42074585,67,59,167.2395665,3,,,0.068630711,1032,.png
0.068697214,163,312,06240909_proc_01033.png,1.052768707,62,49,151.9021607,3,,,0.068697214,1033,.png
0.068896721,152,327,06240909_proc_01036.png,1.268191338,65,52,119.1313485,3,,,0.068896721,1036,.png
0.068963224,159,334,06240909_proc_01037.png,1.434227467,66,53,119.800106,3,,,0.068963224,1037,.png
0.069029727,162,335,06240909_proc_01038.png,1.405801773,71,57,121.5498912,3,,,0.069029727,1038,.png
0.069096229,166,333,06240909_proc_01039.png,1.545951128,75,67,116.7405023,3,,,0.069096229,1039,.png
0.070027266,133,297,06240909_proc_01053.png,1.690103531,67,55,125.6827499,3,,,0.070027266,1053,.png
0.070093769,134,298,06240909_proc_01054.png,2.02761507,74,58,147.644202,3,,,0.070093769,1054,.png
0.070160271,138,299,06240909_proc_01055.png,2.103924513,74,60,114.7188278,3,,,0.070160271,1055,.png
0.070226774,134,301,06240909_proc_01056.png,1.772800684,72,59,125.1927623,3,,,0.070226774,1056,.png
0.070293277,132,304,06240909_proc_01057.png,1.926935911,78,62,133.5024661,3,,,0.070293277,1057,.png
0.070359779,139,306,06240909_proc_01058.png,1.883740425,79,64,113.5425189,3,,,0.070359779,1058,.png
0.070426282,145,312,06240909_proc_01059.png,1.26164937,72,58,112.3848428,3,,,0.070426282,1059,.png
0.070492784,144,317,06240909_proc_01060.png,1.336591721,63,53,102.2966329,3,,,0.070492784,1060,.png
0.070559287,140,313,06240909_proc_01061.png,1.793292046,65,52,91.73701022,3,,,0.070559287,1061,.png
0.07062579,135,312,06240909_proc_01062.png,1.715729475,70,55,61.686109,3,,,0.07062579,1062,.png
0.071357319,155,319,06240909_proc_01073.png,1.147540808,74,54,158.3279259,3,,,0.071357319,1073,.png
0.071423821,149,316,06240909_proc_01074.png,0.966618538,78,60,141.4045852,3,,,0.071423821,1074,.png
0.071490324,147,317,06240909_proc_01075.png,1.553226948,76,64,104.9526613,3,,,0.071490324,1075,.png
0.071556826,145,321,06240909_proc_01076.png,1.741796732,74,64,78.02170851,3,,,0.071556826,1076,.png
0.071623329,147,325,06240909_proc_01077.png,1.644811392,71,61,75.41780817,3,,,0.071623329,1077,.png
0.071689832,153,328,06240909_proc_01078.png,1.377269268,74,66,24.98623559,3,,,0.071689832,1078,.png
0.071756334,155,335,06240909_proc_01079.png,1.140999556,86,73,18.25356103,3,,,0.071756334,1079,.png
0.071822837,161,330,06240909_proc_01080.png,1.289582729,93,80,11.10853087,3,,,0.071822837,1080,.png
0.07188934,153,337,06240909_proc_01081.png,1.303357124,89,70,0.862837681,3,,,0.07188934,1081,.png
0.071955842,162,336,06240909_proc_01082.png,0.983503342,85,66,167.8959025,3,,,0.071955842,1082,.png
0.072753874,170,320,06240909_proc_01094.png,1.008052826,58,48,141.3242792,3,,,0.072753874,1094,.png
0.072820376,163,310,06240909_proc_01095.png,1.30394268,63,50,149.1556887,3,,,0.072820376,1095,.png
0.072886879,158,310,06240909_proc_01096.png,1.40366888,67,54,130.9113792,3,,,0.072886879,1096,.png
0.072953382,147,314,06240909_proc_01097.png,1.631037712,76,62,109.0163506,3,,,0.072953382,1097,.png
0.073019884,135,313,06240909_proc_01098.png,2.27259922,89,65,113.1188218,3,,,0.073019884,1098,.png
0.07315289,144,307,06240909_proc_01100.png,1.488147974,75,55,106.3618454,3,,,0.07315289,1100,.png
0.073219392,140,304,06240909_proc_01101.png,1.126664639,71,53,126.5181913,3,,,0.073219392,1101,.png
0.076278513,146,309,06240909_proc_01147.png,1.428539515,81,59,149.8640511,3,,,0.076278513,1147,.png
0.076345016,141,321,06240909_proc_01148.png,1.121220589,70,53,134.1990669,3,,,0.076345016,1148,.png
0.076677529,134,295,06240909_proc_01153.png,1.714287043,70,51,154.1351442,3,,,0.076677529,1153,.png
0.076744031,132,297,06240909_proc_01154.png,1.643540859,77,52,164.6380491,3,,,0.076744031,1154,.png
0.076810534,128,299,06240909_proc_01155.png,1.410733223,66,48,143.1806154,3,,,0.076810534,1155,.png
0.077741571,156,334,06240909_proc_01169.png,1.169049978,66,54,121.70021,3,,,0.077741571,1169,.png
0.077808073,152,334,06240909_proc_01170.png,1.030672073,68,58,128.5444625,3,,,0.077808073,1170,.png
0.077874576,148,325,06240909_proc_01171.png,1.041268826,73,59,133.1968766,3,,,0.077874576,1171,.png
0.077941079,145,319,06240909_proc_01172.png,1.348614216,70,59,111.9861032,3,,,0.077941079,1172,.png
0.078007581,147,313,06240909_proc_01173.png,1.388977766,67,56,91.93393824,3,,,0.078007581,1173,.png
0.078074084,148,315,06240909_proc_01174.png,1.520637035,68,58,89.20910075,3,,,0.078074084,1174,.png
0.078140587,153,320,06240909_proc_01175.png,1.493350506,70,60,103.1083941,3,,,0.078140587,1175,.png
0.078207089,156,324,06240909_proc_01176.png,1.47931242,70,61,113.6165582,3,,,0.078207089,1176,.png
0.078273592,168,329,06240909_proc_01177.png,0.999103069,61,53,121.545875,3,,,0.078273592,1177,.png
0.078340094,173,331,06240909_proc_01178.png,0.811065674,53,47,168.2250988,3,,,0.078340094,1178,.png
0.078406597,171,331,06240909_proc_01179.png,0.636501789,56,43,173.274486,3,,,0.078406597,1179,.png
0.078672608,169,324,06240909_proc_01183.png,1.050667524,53,42,126.4422874,3,,,0.078672608,1183,.png
0.079005121,143,290,06240909_proc_01188.png,1.080523968,75,49,85.43370003,3,,,0.079005121,1188,.png
0.079071623,141,293,06240909_proc_01189.png,1.164354801,69,50,111.8406748,3,,,0.079071623,1189,.png
0.079138126,130,293,06240909_proc_01190.png,1.773467541,87,59,158.2018679,3,,,0.079138126,1190,.png
0.079204629,125,288,06240909_proc_01191.png,2.235177755,95,65,157.4149055,3,,,0.079204629,1191,.png
0.079271131,126,292,06240909_proc_01192.png,2.229716301,94,63,152.193412,3,,,0.079271131,1192,.png
0.079337634,126,292,06240909_proc_01193.png,2.295998573,90,63,155.6227287,3,,,0.079337634,1193,.png
0.079404136,127,291,06240909_proc_01194.png,1.843724489,91,65,7.785014611,3,,,0.079404136,1194,.png
0.079537142,135,306,06240909_proc_01196.png,1.681055069,77,64,89.89652514,3,,,0.079537142,1196,.png
0.079603644,139,317,06240909_proc_01197.png,1.56470871,72,59,90.17292422,3,,,0.079603644,1197,.png
0.079670147,136,319,06240909_proc_01198.png,1.456992626,73,63,60.46956351,3,,,0.079670147,1198,.png
0.07973665,143,325,06240909_proc_01199.png,1.488745451,76,62,112.5161464,3,,,0.07973665,1199,.png
0.080401676,146,313,06240909_proc_01209.png,1.021435738,94,72,176.7088789,3,,,0.080401676,1209,.png
0.080468178,144,308,06240909_proc_01210.png,0.695611477,100,75,178.2813446,3,,,0.080468178,1210,.png
0.080800692,154,328,06240909_proc_01215.png,1.42495513,79,64,141.9918073,3,,,0.080800692,1215,.png
0.086785928,157,289,06240909_proc_01305.png,1.750534058,74,61,82.08317805,3,,,0.086785928,1305,.png
0.086852431,168,291,06240909_proc_01306.png,1.436905861,77,63,73.56679276,3,,,0.086852431,1306,.png
0.086918933,165,292,06240909_proc_01307.png,0.879301071,80,55,176.0492713,3,,,0.086918933,1307,.png
0.086985436,150,299,06240909_proc_01308.png,1.111541271,75,60,179.520061,3,,,0.086985436,1308,.png
0.087051939,147,297,06240909_proc_01309.png,1.479347944,84,69,156.2282062,3,,,0.087051939,1309,.png
0.087118441,152,306,06240909_proc_01310.png,1.118021965,88,68,144.5794313,3,,,0.087118441,1310,.png
0.087184944,159,306,06240909_proc_01311.png,0.775990009,92,65,148.7936443,3,,,0.087184944,1311,.png
0.087251446,168,313,06240909_proc_01312.png,0.932507038,82,57,145.9844661,3,,,0.087251446,1312,.png
0.087317949,166,315,06240909_proc_01313.png,0.909125328,81,58,151.7240055,3,,,0.087317949,1313,.png
0.087384452,164,314,06240909_proc_01314.png,1.091711044,74,59,132.9612214,3,,,0.087384452,1314,.png
0.087450954,158,311,06240909_proc_01315.png,1.493370533,74,57,120.7122641,3,,,0.087450954,1315,.png
0.087517457,158,317,06240909_proc_01316.png,1.358658791,76,57,122.1766703,3,,,0.087517457,1316,.png
0.087650462,157,323,06240909_proc_01318.png,1.281505585,69,51,124.5924775,3,,,0.087650462,1318,.png
0.087982975,163,351,06240909_proc_01323.png,1.104213715,76,59,176.2134123,3,,,0.087982975,1323,.png
0.088049478,157,350,06240909_proc_01324.png,1.024739742,65,53,143.8093445,3,,,0.088049478,1324,.png
0.088381991,148,309,06240909_proc_01329.png,1.491640806,78,63,125.95885,3,,,0.088381991,1329,.png
0.089778546,134,285,06240909_proc_01350.png,1.929715633,71,55,49.44896108,3,,,0.089778546,1350,.png
