time,x,y,filename,fringe,rx,ry,angle,cluster,,,Area of ellipse,,
0.017357186,351,270,06240910_proc_00261.png,1.558692217,41,36,2.562031919,4,,,4636.990757,261,.png
0.018022212,313,298,06240910_proc_00271.png,1.190872431,45,34,153.2647306,4,,,4806.63676,271,.png
0.01848773,345,278,06240910_proc_00278.png,2.295625448,43,35,13.54745568,4,,,4728.096944,278,.png
0.018554233,313,283,06240910_proc_00279.png,1.807518482,48,37,28.97447525,4,,,5579.468553,279,.png
0.018620736,320,276,06240910_proc_00280.png,1.323261261,37,34,169.463138,4,,,3952.123558,280,.png
0.029660172,331,268,06240910_proc_00446.png,3.050481081,29,29,142.7177471,4,,,2642.079422,446,.png
0.030790716,327,282,06240910_proc_00463.png,2.233576775,21,23,148.8868423,4,,,1517.389252,463,.png
0.031189732,345,292,06240910_proc_00469.png,1.8991189,24,23,162.9490167,4,,,1734.159145,469,.png
0.032187271,354,296,06240910_proc_00484.png,1.612086058,40,36,92.04751062,4,,,4523.893421,484,.png
0.032253774,348,292,06240910_proc_00485.png,2.315789223,39,35,120.2213648,4,,,4288.273972,485,.png
0.032719292,327,287,06240910_proc_00492.png,2.579752445,28,29,95.18704123,4,,,2550.973235,492,.png
0.032785795,316,278,06240910_proc_00493.png,2.144367456,31,29,10.68675303,4,,,2824.291796,493,.png
0.033251313,349,300,06240910_proc_00500.png,1.360656738,32,31,77.60705456,4,,,3116.459912,500,.png
0.033650329,327,277,06240910_proc_00506.png,3.650970459,29,31,97.37144501,4,,,2824.291796,506,.png
0.033716832,324,274,06240910_proc_00507.png,4.979634285,34,36,147.1747222,4,,,3845.309408,507,.png
0.033783334,322,277,06240910_proc_00508.png,4.344552517,31,32,143.4750785,4,,,3116.459912,508,.png
0.03418235,344,303,06240910_proc_00514.png,1.092939138,26,24,158.6044905,4,,,1960.353816,514,.png
0.034248853,345,289,06240910_proc_00515.png,1.688292265,29,24,106.5651392,4,,,2186.548487,515,.png
0.034315355,350,284,06240910_proc_00516.png,1.79705143,33,27,176.7823374,4,,,2799.159054,516,.png
0.034780874,324,275,06240910_proc_00523.png,2.421678066,24,25,147.8809705,4,,,1884.955592,523,.png
0.03517989,343,292,06240910_proc_00529.png,2.830412626,28,26,152.7213566,4,,,2287.079452,529,.png
0.035246392,340,293,06240910_proc_00530.png,2.93284297,33,31,82.36831796,4,,,3213.849285,530,.png
0.035312895,347,295,06240910_proc_00531.png,2.054397821,35,32,122.9714482,4,,,3518.583772,531,.png
0.035379397,347,307,06240910_proc_00532.png,1.744221687,36,32,164.3856736,4,,,3619.114737,532,.png
0.035645408,328,276,06240910_proc_00536.png,3.921872377,40,37,20.83230578,4,,,4649.557127,536,.png
0.035711911,320,280,06240910_proc_00537.png,2.576275826,43,34,4.991089873,4,,,4593.00846,537,.png
0.035778413,330,284,06240910_proc_00538.png,3.214773655,34,32,44.60530511,4,,,3418.052807,538,.png
0.036243932,342,302,06240910_proc_00545.png,1.337736845,37,34,113.9381781,4,,,3952.123558,545,.png
0.036310434,342,300,06240910_proc_00546.png,1.066895008,34,33,143.4100141,4,,,3524.866957,546,.png
0.036642947,316,277,06240910_proc_00551.png,2.702616692,37,34,147.0425307,4,,,3952.123558,551,.png
0.03670945,319,273,06240910_proc_00552.png,4.071644306,39,35,19.53818813,4,,,4288.273972,552,.png
0.036775953,326,281,06240910_proc_00553.png,3.565569639,35,33,136.7580553,4,,,3628.539515,553,.png
0.036842455,325,278,06240910_proc_00554.png,2.721135855,32,33,134.7098933,4,,,3317.521842,554,.png
0.037174968,344,303,06240910_proc_00559.png,1.280247927,34,31,139.728064,4,,,3311.238657,559,.png
