time,x,y,filename,fringe,rx,ry,angle,cluster,,,Area of ellipse,,
0.014497573,145,97,06240913_proc_00218.png,6.39908886,85,67,149.0921373,2,,,17891.37016,218,.png
0.014564075,120,104,06240913_proc_00219.png,6.485122204,100,85,147.4707562,2,,,26703.53756,219,.png
0.014896588,117,97,06240913_proc_00224.png,7.492747784,110,89,144.2315766,2,,,30756.19208,224,.png
0.015495112,123,93,06240913_proc_00233.png,8.350295067,87,78,162.5708752,2,,,21318.84775,233,.png
0.015827625,131,106,06240913_proc_00238.png,7.049942017,94,85,150.6944108,2,,,25101.3253,238,.png
0.016027133,142,101,06240913_proc_00241.png,9.924695969,96,84,125.76156,2,,,25333.80316,241,.png
0.016160138,127,92,06240913_proc_00243.png,7.691156387,103,92,130.423007,2,,,29769.73199,243,.png
0.016226641,120,105,06240913_proc_00244.png,7.526099682,94,87,167.3914025,2,,,25691.94472,244,.png
0.016293144,128,109,06240913_proc_00245.png,7.761906624,90,78,156.750422,2,,,22053.98043,245,.png
0.016359646,118,104,06240913_proc_00246.png,6.446629524,90,79,134.5718688,2,,,22336.72377,246,.png
0.016426149,126,103,06240913_proc_00247.png,8.195413589,93,88,130.4842431,2,,,25710.79428,247,.png
0.016559154,114,108,06240913_proc_00249.png,7.673944473,101,95,146.887622,2,,,30143.58151,249,.png
0.016758662,132,119,06240913_proc_00252.png,8.752441406,88,77,116.6143692,2,,,21287.43182,252,.png
0.016825165,116,109,06240913_proc_00253.png,8.332175255,102,93,113.456602,2,,,29801.14791,253,.png
0.016891667,117,112,06240913_proc_00254.png,8.658312798,105,94,141.8827906,2,,,31007.51949,254,.png
0.01695817,121,110,06240913_proc_00255.png,7.344434738,101,84,157.1042292,2,,,26653.27207,255,.png
0.017024672,129,110,06240913_proc_00256.png,7.50181818,106,83,133.2617805,2,,,27639.73217,256,.png
0.017091175,126,112,06240913_proc_00257.png,7.192569256,103,77,140.042,2,,,24915.97134,257,.png
0.017157678,125,115,06240913_proc_00258.png,7.768087864,99,83,154.6011971,2,,,25814.46683,258,.png
0.01722418,122,108,06240913_proc_00259.png,8.87966156,112,89,174.1431098,2,,,31315.39557,259,.png
0.017423688,136,111,06240913_proc_00262.png,9.151150703,98,82,175.8499792,2,,,25245.83856,262,.png
0.017490191,118,108,06240913_proc_00263.png,6.961009979,104,91,80.08920677,2,,,29732.03287,263,.png
