,x,y,filename,fringe,rx,ry,angle,cluster,,,Ares of ellipse,,
0.051406531,201,288,06241902_proc_00773.png,1.371409416,45,38,178.4225375,6,,,5372.123438,773,.png
0.051805546,217,298,06241902_proc_00779.png,1.925162077,46,38,150.4676895,6,,,5491.503958,779,.png
0.051872049,211,302,06241902_proc_00780.png,1.99487257,56,46,151.6029097,6,,,8092.742676,780,.png
0.051938552,213,298,06241902_proc_00781.png,1.57464838,48,43,121.7284733,6,,,6484.247237,781,.png
0.052005054,213,304,06241902_proc_00782.png,1.313551426,43,36,121.3925373,6,,,4863.185428,782,.png
0.052603578,198,285,06241902_proc_00791.png,2.689940453,68,55,174.9082912,6,,,11749.55652,791,.png
0.05267008,199,288,06241902_proc_00792.png,1.857218981,49,45,3.465891129,6,,,6927.211801,792,.png
0.052736583,192,285,06241902_proc_00793.png,4.08301878,50,40,1.629142057,6,,,6283.185307,793,.png
0.053002594,226,298,06241902_proc_00797.png,0.565782547,41,33,110.8196299,6,,,4250.57486,797,.png
0.053069096,215,293,06241902_proc_00798.png,2.15186882,43,39,14.13981835,6,,,5268.45088,798,.png
0.053135599,218,293,06241902_proc_00799.png,2.157744169,52,44,147.8868069,6,,,7187.963991,799,.png
0.053202101,224,296,06241902_proc_00800.png,1.55580163,46,38,160.3589612,6,,,5491.503958,800,.png
0.053268604,218,300,06241902_proc_00801.png,1.622585297,50,42,175.4219667,6,,,6597.344573,801,.png
0.053335107,221,303,06241902_proc_00802.png,1.44402504,50,43,141.6971802,6,,,6754.424205,802,.png
0.053867128,197,283,06241902_proc_00810.png,1.411880016,42,35,3.082998408,6,,,4618.141201,810,.png
0.054465651,223,300,06241902_proc_00819.png,1.410146713,44,37,151.5113937,6,,,5114.51284,819,.png
0.054864667,205,280,06241902_proc_00825.png,1.902527332,53,46,153.4017578,6,,,7659.202889,825,.png
0.05493117,207,284,06241902_proc_00826.png,1.95191884,55,45,51.4445716,6,,,7775.441818,826,.png
0.054997672,205,286,06241902_proc_00827.png,2.105912924,57,48,42.58334714,6,,,8595.3975,827,.png
0.055064175,202,290,06241902_proc_00828.png,1.858808756,59,47,45.38134437,6,,,8711.636428,828,.png
0.055130678,201,297,06241902_proc_00829.png,2.088320017,48,41,152.0977056,6,,,6182.654342,829,.png
0.055529693,208,306,06241902_proc_00835.png,1.500944853,46,40,156.6638784,6,,,5780.530483,835,.png
0.055596196,205,301,06241902_proc_00836.png,2.713209629,55,48,131.0648775,6,,,8293.804605,836,.png
0.055662699,208,296,06241902_proc_00837.png,2.301700592,53,47,126.4835588,6,,,7825.7073,837,.png
0.055729201,217,296,06241902_proc_00838.png,1.7555902,48,40,95.79111682,6,,,6031.857895,838,.png
0.056128217,206,297,06241902_proc_00844.png,2.168779373,48,42,17.97573967,6,,,6333.45079,844,.png
0.05619472,212,290,06241902_proc_00845.png,1.796832085,56,47,134.4375361,6,,,8268.671864,845,.png
0.056261222,212,293,06241902_proc_00846.png,2.794348955,60,54,120.2165563,6,,,10178.7602,846,.png
0.056327725,210,294,06241902_proc_00847.png,2.573408842,56,48,131.9239035,6,,,8444.601053,847,.png
0.056394228,203,294,06241902_proc_00848.png,2.903718472,68,51,167.2964364,6,,,10895.04332,848,.png
0.056793243,213,300,06241902_proc_00854.png,1.67720747,53,45,129.9661835,6,,,7492.698479,854,.png
0.056859746,213,295,06241902_proc_00855.png,2.45241785,48,44,128.7909094,6,,,6635.043684,855,.png
0.056926249,207,297,06241902_proc_00856.png,2.267465353,51,43,125.3561166,6,,,6889.512689,856,.png
0.056992751,213,298,06241902_proc_00857.png,1.651375532,52,46,103.6526031,6,,,7514.689627,857,.png
0.05745827,202,289,06241902_proc_00864.png,3.664112329,76,61,174.6162242,6,,,14564.42354,864,.png
0.057524772,210,292,06241902_proc_00865.png,2.245375156,60,49,71.48266299,6,,,9236.282402,865,.png
0.057591275,205,292,06241902_proc_00866.png,2.164330482,53,45,75.39520708,6,,,7492.698479,866,.png
0.057657777,210,289,06241902_proc_00867.png,2.171321869,65,47,14.58486323,6,,,9597.565557,867,.png
0.05772428,206,292,06241902_proc_00868.png,2.229967356,78,51,11.18954972,6,,,12497.25558,868,.png
0.057790783,200,300,06241902_proc_00869.png,2.211606264,48,40,3.697981811,6,,,6031.857895,869,.png
0.058189798,214,291,06241902_proc_00875.png,2.158629894,47,42,170.7815669,6,,,6201.503898,875,.png
0.058655317,196,292,06241902_proc_00882.png,1.640398026,57,47,158.8997032,6,,,8416.326719,882,.png
0.05872182,205,290,06241902_proc_00883.png,2.584119797,56,43,172.23801,6,,,7564.95511,883,.png
0.058854825,206,301,06241902_proc_00885.png,2.102860212,56,50,117.4060974,6,,,8796.45943,885,.png
0.058921327,206,298,06241902_proc_00886.png,1.795496464,60,55,118.5178268,6,,,10367.25576,886,.png
0.059320343,203,297,06241902_proc_00892.png,2.459614277,56,47,169.9145145,6,,,8268.671864,892,.png
0.059386846,209,292,06241902_proc_00893.png,2.228710413,57,51,133.9709317,6,,,9132.609844,893,.png
0.059453348,211,292,06241902_proc_00894.png,3.191266775,65,52,139.3234368,6,,,10618.58317,894,.png
0.059519851,213,289,06241902_proc_00895.png,2.953671694,71,59,8.028206058,6,,,13160.13163,895,.png
0.059586354,217,288,06241902_proc_00896.png,2.196973324,64,52,47.54053793,6,,,10455.22035,896,.png
0.059652856,224,290,06241902_proc_00897.png,1.990751028,64,49,161.8671028,6,,,9852.034562,897,.png
0.059852364,213,301,06241902_proc_00900.png,1.597891092,61,55,137.7399838,6,,,10540.04335,900,.png
0.059918867,213,299,06241902_proc_00901.png,2.024714708,56,48,133.5758497,6,,,8444.601053,901,.png
0.059985369,211,292,06241902_proc_00902.png,2.900090694,65,58,136.6022553,6,,,11843.8043,902,.png
0.060051872,208,297,06241902_proc_00903.png,2.921602488,76,60,164.6495409,6,,,14325.6625,903,.png
0.060118375,210,301,06241902_proc_00904.png,2.401407242,71,57,154.4496044,6,,,12714.02547,904,.png
0.060184877,209,298,06241902_proc_00905.png,2.418334484,57,50,111.8267208,6,,,8953.539063,905,.png
0.06025138,205,298,06241902_proc_00906.png,1.952183247,54,49,132.5887405,6,,,8312.654161,906,.png
0.060650396,204,295,06241902_proc_00912.png,2.447351456,53,43,161.5509726,6,,,7159.689658,912,.png
0.060716898,209,296,06241902_proc_00913.png,2.998581171,54,46,129.9035985,6,,,7803.716152,913,.png
0.060783401,208,291,06241902_proc_00914.png,2.725499392,62,53,160.3875523,6,,,10323.27346,914,.png
0.060849904,207,288,06241902_proc_00915.png,2.325380325,66,60,152.2180911,6,,,12440.70691,915,.png
0.060916406,210,285,06241902_proc_00916.png,2.175309658,53,51,153.8540393,6,,,8491.724943,916,.png
0.061115914,207,306,06241902_proc_00919.png,1.675991535,67,54,161.1041126,6,,,11366.28222,919,.png
0.061182417,210,298,06241902_proc_00920.png,1.941130161,61,53,150.7289409,6,,,10156.76905,920,.png
0.061248919,214,291,06241902_proc_00921.png,1.901866198,67,55,168.5894262,6,,,11576.76893,921,.png
0.061381925,215,294,06241902_proc_00923.png,1.534530163,67,56,114.0865025,6,,,11787.25564,923,.png
0.061448427,218,294,06241902_proc_00924.png,1.460031033,54,48,119.3971249,6,,,8143.008158,924,.png
0.06151493,212,294,06241902_proc_00925.png,1.481811523,47,42,17.9147734,6,,,6201.503898,925,.png
0.061980448,200,296,06241902_proc_00932.png,2.232603073,56,53,144.2897049,6,,,9324.246996,932,.png
0.062046951,200,294,06241902_proc_00933.png,1.74086833,54,46,135.7002639,6,,,7803.716152,933,.png
0.062113453,201,285,06241902_proc_00934.png,1.642050743,58,45,153.4126417,6,,,8199.556826,934,.png
0.062179956,201,287,06241902_proc_00935.png,2.164772034,53,43,139.8208829,6,,,7159.689658,935,.png
0.062379464,200,303,06241902_proc_00938.png,1.362080336,48,36,161.6867056,6,,,5428.672105,938,.png
0.062445967,202,307,06241902_proc_00939.png,1.868760586,59,49,139.1242753,6,,,9082.344362,939,.png
0.062512469,210,304,06241902_proc_00940.png,1.66663599,55,49,114.6381905,6,,,8466.592201,940,.png
0.062578972,216,301,06241902_proc_00941.png,1.562003136,53,45,133.5104472,6,,,7492.698479,941,.png
0.062711977,223,291,06241902_proc_00943.png,2.485589743,58,47,67.32134291,6,,,8563.981574,943,.png
0.06277848,233,292,06241902_proc_00944.png,1.318313599,48,44,146.5264279,6,,,6635.043684,944,.png
0.062977988,219,273,06241902_proc_00947.png,1.744891167,50,43,169.6027394,6,,,6754.424205,947,.png
0.06304449,219,281,06241902_proc_00948.png,1.898799419,55,50,67.16844913,6,,,8639.379797,948,.png
0.063110993,213,277,06241902_proc_00949.png,2.199115515,54,47,108.4855835,6,,,7973.362155,949,.png
0.063177496,209,279,06241902_proc_00950.png,2.342028141,58,49,90.17393509,6,,,8928.406322,950,.png
0.063243998,203,286,06241902_proc_00951.png,1.280704737,47,38,71.7800904,6,,,5610.884479,951,.png
0.063310501,189,294,06241902_proc_00952.png,1.731189251,45,39,79.8963837,6,,,5513.495107,952,.png
0.063709517,205,306,06241902_proc_00958.png,1.938365698,47,45,148.0077047,6,,,6644.468462,958,.png
0.063776019,204,303,06241902_proc_00959.png,2.563246489,52,47,127.9301553,6,,,7678.052445,959,.png
0.063842522,211,304,06241902_proc_00960.png,2.13070178,59,51,145.5754299,6,,,9453.052295,960,.png
0.063909024,211,303,06241902_proc_00961.png,1.79864502,51,47,120.8978404,6,,,7530.397591,961,.png
0.063975527,222,300,06241902_proc_00962.png,1.526775122,48,44,121.3966627,6,,,6635.043684,962,.png
0.064108532,234,288,06241902_proc_00964.png,1.527863503,42,40,148.0961966,6,,,5277.875658,964,.png
0.064374543,209,279,06241902_proc_00968.png,1.83308363,52,48,83.65531001,6,,,7841.415263,968,.png
0.064441045,210,284,06241902_proc_00969.png,2.694583893,59,49,24.63414617,6,,,9082.344362,969,.png
0.064507548,207,283,06241902_proc_00970.png,2.789146423,61,49,177.9065293,6,,,9390.220442,970,.png
0.064574051,201,288,06241902_proc_00971.png,1.717434883,49,45,176.3155415,6,,,6927.211801,971,.png
0.064640553,193,299,06241902_proc_00972.png,2.104990244,45,37,160.3797352,6,,,5230.751768,972,.png
0.065039569,207,307,06241902_proc_00978.png,1.718101501,39,31,103.1943589,6,,,3798.185518,978,.png
0.065106072,208,308,06241902_proc_00979.png,2.123633862,45,38,85.23612314,6,,,5372.123438,979,.png
0.065172574,207,311,06241902_proc_00980.png,1.998699188,45,39,58.98384028,6,,,5513.495107,980,.png
0.065704595,208,277,06241902_proc_00988.png,1.705988646,44,40,14.00069081,6,,,5529.20307,988,.png
0.065771098,210,281,06241902_proc_00989.png,2.260951042,53,47,75.75076624,6,,,7825.7073,989,.png
0.065837601,207,281,06241902_proc_00990.png,1.99973774,52,47,78.59416716,6,,,7678.052445,990,.png
0.066369622,215,306,06241902_proc_00998.png,1.325349808,38,32,134.660634,6,,,3820.176667,998,.png
0.066436124,211,308,06241902_proc_00999.png,1.423549652,34,28,136.9865217,6,,,2990.796206,999,.png
0.066968145,204,282,06241902_proc_01007.png,1.0154562,36,33,19.98631343,6,,,3732.212072,1007,.png
0.067034648,203,279,06241902_proc_01008.png,1.502259731,46,37,28.30665863,6,,,5346.990696,1008,.png
0.06710115,201,282,06241902_proc_01009.png,1.694066763,45,40,30.15530909,6,,,5654.866776,1009,.png
0.067167653,202,284,06241902_proc_01010.png,1.34344244,36,34,171.1298767,6,,,3845.309408,1010,.png
0.067633172,221,303,06241902_proc_01017.png,1.736617088,42,33,146.3240289,6,,,4354.247418,1017,.png
0.067699674,223,304,06241902_proc_01018.png,1.832482338,46,36,161.8578906,6,,,5202.477434,1018,.png
0.0683647,188,279,06241902_proc_01028.png,1.410737038,46,37,5.34238315,6,,,5346.990696,1028,.png
0.068896721,217,302,06241902_proc_01036.png,1.506610155,39,36,137.5979978,6,,,4410.796086,1036,.png
0.068963224,219,301,06241902_proc_01037.png,1.591095686,39,37,146.4667286,6,,,4533.318199,1037,.png
0.069029727,223,301,06241902_proc_01038.png,1.347360849,46,40,170.4860152,6,,,5780.530483,1038,.png
0.069428742,198,283,06241902_proc_01044.png,1.512905359,42,39,178.4732853,6,,,5145.928767,1044,.png
0.069495245,200,287,06241902_proc_01045.png,1.712432861,44,38,62.77654187,6,,,5252.742917,1045,.png
0.069561748,198,285,06241902_proc_01046.png,1.384875536,41,36,0.509457567,6,,,4636.990757,1046,.png
0.06962825,195,285,06241902_proc_01047.png,1.411482811,41,37,5.134002617,6,,,4765.796055,1047,.png
0.070293277,223,301,06241902_proc_01057.png,1.367097378,37,32,130.7236036,6,,,3719.645702,1057,.png
0.070692292,204,287,06241902_proc_01063.png,1.212278843,34,34,16.82938462,6,,,3631.681108,1063,.png
0.070758795,205,286,06241902_proc_01064.png,1.303350925,32,31,50.27884956,6,,,3116.459912,1064,.png
0.070825298,201,285,06241902_proc_01065.png,1.889728546,45,40,46.67499928,6,,,5654.866776,1065,.png
0.071224313,225,301,06241902_proc_01071.png,1.639146328,48,41,169.3591083,6,,,6182.654342,1071,.png
0.071290816,219,300,06241902_proc_01072.png,1.678514719,39,36,146.7271364,6,,,4410.796086,1072,.png
0.071357319,212,299,06241902_proc_01073.png,1.419693947,36,31,126.0437595,6,,,3506.017401,1073,.png
0.071490324,225,309,06241902_proc_01075.png,1.638752222,43,41,136.9531699,6,,,5538.627848,1075,.png
0.071556826,220,304,06241902_proc_01076.png,1.293702126,37,32,114.5244747,6,,,3719.645702,1076,.png
0.071955842,203,280,06241902_proc_01082.png,1.346015692,41,35,21.22310018,6,,,4508.185458,1082,.png
0.072022345,202,286,06241902_proc_01083.png,1.833774567,40,36,147.5956974,6,,,4523.893421,1083,.png
0.072088848,202,287,06241902_proc_01084.png,2.118771076,45,38,157.7727049,6,,,5372.123438,1084,.png
0.07215535,197,287,06241902_proc_01085.png,2.226001024,55,45,0.805928918,6,,,7775.441818,1085,.png
0.072221853,194,284,06241902_proc_01086.png,1.320125818,43,41,177.9128824,6,,,5538.627848,1086,.png
0.072487863,226,307,06241902_proc_01090.png,1.097695827,44,38,164.0992855,6,,,5252.742917,1090,.png
0.072554366,225,302,06241902_proc_01091.png,1.614609957,46,40,13.58868099,6,,,5780.530483,1091,.png
0.072620869,218,294,06241902_proc_01092.png,1.586105347,47,44,114.4064217,6,,,6496.813608,1092,.png
0.072753874,218,306,06241902_proc_01094.png,1.578278542,41,39,159.0252079,6,,,5023.406653,1094,.png
0.0734189,206,283,06241902_proc_01104.png,1.365489483,45,36,127.1674827,6,,,5089.380099,1104,.png
0.073751413,218,312,06241902_proc_01109.png,0.917719841,36,31,121.5231169,6,,,3506.017401,1109,.png
0.073817916,215,307,06241902_proc_01110.png,1.210060358,41,36,136.6366999,6,,,4636.990757,1110,.png
0.073884418,215,300,06241902_proc_01111.png,1.877665281,44,39,162.6835529,6,,,5390.972994,1111,.png
0.073950921,220,299,06241902_proc_01112.png,1.835825682,49,43,116.3276925,6,,,6619.335721,1112,.png
0.074416439,209,276,06241902_proc_01119.png,1.401248932,41,36,94.187163,6,,,4636.990757,1119,.png
0.074482942,208,277,06241902_proc_01120.png,1.929871798,47,39,93.32934589,6,,,5758.539334,1120,.png
0.074549445,205,281,06241902_proc_01121.png,1.981361151,50,38,102.2916879,6,,,5969.026042,1121,.png
0.074615947,200,286,06241902_proc_01122.png,1.706494808,31,29,106.7278958,6,,,2824.291796,1122,.png
0.075014963,204,307,06241902_proc_01128.png,1.141916752,39,31,129.6664645,6,,,3798.185518,1128,.png
0.075147968,211,306,06241902_proc_01130.png,1.988172531,50,44,120.9538479,6,,,6911.503838,1130,.png
0.075214471,214,305,06241902_proc_01131.png,2.164960146,50,45,107.2064666,6,,,7068.583471,1131,.png
0.075280974,219,303,06241902_proc_01132.png,1.564208984,49,45,136.628671,6,,,6927.211801,1132,.png
0.075347476,225,305,06241902_proc_01133.png,1.223249197,43,40,129.5556481,6,,,5403.539364,1133,.png
0.075679989,204,279,06241902_proc_01138.png,1.59619236,41,37,150.0172112,6,,,4765.796055,1138,.png
0.075746492,210,280,06241902_proc_01139.png,2.033483028,51,46,87.81988808,6,,,7370.176365,1139,.png
0.075812995,209,280,06241902_proc_01140.png,2.558977127,54,47,147.8813394,6,,,7973.362155,1140,.png
0.075879497,208,279,06241902_proc_01141.png,2.100516319,53,44,164.780047,6,,,7326.194068,1141,.png
0.075946,201,282,06241902_proc_01142.png,1.476590872,50,41,3.257910161,6,,,6440.26494,1142,.png
0.076278513,212,318,06241902_proc_01147.png,1.09282732,45,37,112.7957607,6,,,5230.751768,1147,.png
0.076345016,209,307,06241902_proc_01148.png,1.616322994,48,43,114.588057,6,,,6484.247237,1148,.png
0.076411518,207,307,06241902_proc_01149.png,2.070406437,57,48,130.7959319,6,,,8595.3975,1149,.png
0.076478021,204,309,06241902_proc_01150.png,1.988429785,50,43,121.362826,6,,,6754.424205,1150,.png
0.076943539,211,275,06241902_proc_01157.png,1.400322914,55,43,156.9062408,6,,,7429.866626,1157,.png
0.077010042,215,280,06241902_proc_01158.png,1.733314514,53,45,104.5478428,6,,,7492.698479,1158,.png
0.077076545,215,281,06241902_proc_01159.png,1.967243671,53,46,98.36324995,6,,,7659.202889,1159,.png
0.077143047,214,283,06241902_proc_01160.png,2.009593248,53,46,113.1204269,6,,,7659.202889,1160,.png
0.07720955,215,282,06241902_proc_01161.png,1.506289482,57,45,153.5749714,6,,,8058.185156,1161,.png
0.077276052,210,282,06241902_proc_01162.png,1.075434685,43,38,165.2657093,6,,,5133.362396,1162,.png
0.07747556,233,297,06241902_proc_01165.png,1.944999456,45,38,111.8266115,6,,,5372.123438,1165,.png
0.077608566,214,300,06241902_proc_01167.png,1.901443481,56,47,150.5505602,6,,,8268.671864,1167,.png
0.077675068,205,303,06241902_proc_01168.png,2.274188995,52,43,127.7049469,6,,,7024.601173,1168,.png
0.077741571,206,307,06241902_proc_01169.png,1.804368973,53,43,121.0294444,6,,,7159.689658,1169,.png
0.077808073,205,305,06241902_proc_01170.png,1.350137711,52,44,127.8154901,6,,,7187.963991,1170,.png
0.078273592,214,290,06241902_proc_01177.png,2.201622725,56,49,79.99489552,6,,,8620.530241,1177,.png
0.078340094,215,286,06241902_proc_01178.png,2.118045092,51,46,149.451675,6,,,7370.176365,1178,.png
0.078406597,221,279,06241902_proc_01179.png,1.697015524,52,47,119.2653637,6,,,7678.052445,1179,.png
0.0784731,219,276,06241902_proc_01180.png,1.335549116,50,43,97.65151008,6,,,6754.424205,1180,.png
0.078539602,215,275,06241902_proc_01181.png,1.425606012,52,38,92.7524203,6,,,6207.787083,1181,.png
0.078805613,214,293,06241902_proc_01185.png,2.24264431,58,53,156.4217533,6,,,9657.255817,1185,.png
0.078872115,216,295,06241902_proc_01186.png,2.606096745,64,55,166.2832282,6,,,11058.40614,1186,.png
0.078938618,211,298,06241902_proc_01187.png,2.629692554,62,51,134.2511061,6,,,9933.715971,1187,.png
