,x,y,filename,fringe,rx,ry,angle,cluster,,,Ares of ellipse,,
0.079005121,210,305,06241902_proc_01188.png,2.400133848,64,52,137.1843206,6,,,10455.22035,1188,.png
0.079071623,210,308,06241902_proc_01189.png,1.498278618,64,53,169.9246445,6,,,10656.28228,1189,.png
0.079138126,205,306,06241902_proc_01190.png,1.370562315,55,50,135.0258203,6,,,8639.379797,1190,.png
0.079337634,213,286,06241902_proc_01193.png,1.699864864,49,40,177.1685143,6,,,6157.521601,1193,.png
0.079404136,208,292,06241902_proc_01194.png,2.044109344,54,48,174.196717,6,,,8143.008158,1194,.png
0.079470639,205,294,06241902_proc_01195.png,2.05272913,54,50,162.5943831,6,,,8482.300165,1195,.png
0.079537142,206,288,06241902_proc_01196.png,2.407947779,53,50,157.7514272,6,,,8325.220532,1196,.png
0.079603644,207,286,06241902_proc_01197.png,2.222593307,53,47,153.7024825,6,,,7825.7073,1197,.png
0.079670147,210,286,06241902_proc_01198.png,1.997235298,51,45,162.9888777,6,,,7209.95514,1198,.png
0.079803152,219,286,06241902_proc_01200.png,1.821185589,52,44,172.2630153,6,,,7187.963991,1200,.png
0.080069163,208,294,06241902_proc_01204.png,1.568548679,52,49,126.3182614,6,,,8004.778081,1204,.png
0.080135665,211,296,06241902_proc_01205.png,2.500298977,65,57,153.0472522,6,,,11639.60078,1205,.png
0.080202168,212,299,06241902_proc_01206.png,2.598699331,71,59,160.8443247,6,,,13160.13163,1206,.png
0.080268671,210,298,06241902_proc_01207.png,2.460157871,66,57,153.8978891,6,,,11818.67156,1207,.png
0.080335173,208,302,06241902_proc_01208.png,2.333923578,60,51,149.8333528,6,,,9613.27352,1208,.png
0.080401676,205,300,06241902_proc_01209.png,2.088837862,64,57,141.621191,6,,,11460.53,1209,.png
0.080468178,196,298,06241902_proc_01210.png,2.103886843,57,52,176.6490025,6,,,9311.680625,1210,.png
0.080667686,219,278,06241902_proc_01213.png,1.615997314,50,44,20.85218505,6,,,6911.503838,1213,.png
0.080734189,217,280,06241902_proc_01214.png,2.049663305,60,48,67.80470174,6,,,9047.786842,1214,.png
0.080800692,214,285,06241902_proc_01215.png,2.03257823,56,49,128.5120191,6,,,8620.530241,1215,.png
0.080867194,211,291,06241902_proc_01216.png,2.486093283,53,48,141.2408006,6,,,7992.211711,1216,.png
0.080933697,212,293,06241902_proc_01217.png,1.876662731,53,48,136.1298828,6,,,7992.211711,1217,.png
0.0810002,218,294,06241902_proc_01218.png,1.478872776,57,49,20.72720112,6,,,8774.468281,1218,.png
0.081399215,208,298,06241902_proc_01224.png,1.909930229,56,50,117.9736656,6,,,8796.45943,1224,.png
0.081465718,211,294,06241902_proc_01225.png,2.343903065,59,52,132.654686,6,,,9638.406261,1225,.png
0.081532221,208,296,06241902_proc_01226.png,2.337351322,59,54,128.7822453,6,,,10009.11419,1226,.png
0.081598723,207,299,06241902_proc_01227.png,2.172029257,60,53,123.0385856,6,,,9990.264638,1227,.png
0.081665226,207,300,06241902_proc_01228.png,1.738730669,54,53,118.5054915,6,,,8991.238175,1228,.png
0.081997739,222,288,06241902_proc_01233.png,2.335721254,60,51,58.76810875,6,,,9613.27352,1233,.png
0.082064242,217,290,06241902_proc_01234.png,2.523415565,61,50,38.64982753,6,,,9581.857593,1234,.png
0.082130744,216,293,06241902_proc_01235.png,2.55508399,62,53,137.9499677,6,,,10323.27346,1235,.png
0.082197247,220,292,06241902_proc_01236.png,2.229707718,60,54,120.8541271,6,,,10178.7602,1236,.png
0.082263749,222,288,06241902_proc_01237.png,1.702556849,55,50,166.3331705,6,,,8639.379797,1237,.png
0.08252976,200,301,06241902_proc_01241.png,1.751266718,55,50,154.1589389,6,,,8639.379797,1241,.png
0.082596263,202,298,06241902_proc_01242.png,2.009752989,51,45,153.4127408,6,,,7209.95514,1242,.png
0.082662765,205,294,06241902_proc_01243.png,2.140329838,54,48,27.96166065,6,,,8143.008158,1243,.png
0.082729268,204,296,06241902_proc_01244.png,1.958149672,50,43,68.74710392,6,,,6754.424205,1244,.png
0.08279577,205,292,06241902_proc_01245.png,1.428113222,45,41,97.32846946,6,,,5796.238446,1245,.png
0.082862273,206,294,06241902_proc_01246.png,1.822082996,55,48,71.03451378,6,,,8293.804605,1246,.png
0.082928776,198,296,06241902_proc_01247.png,1.534116507,56,52,127.7381724,6,,,9148.317807,1247,.png
0.083194786,220,291,06241902_proc_01251.png,1.737572908,54,49,177.0008507,6,,,8312.654161,1251,.png
0.083261289,217,291,06241902_proc_01252.png,2.54311657,65,55,16.69663136,6,,,11231.19374,1252,.png
0.083327791,218,290,06241902_proc_01253.png,2.888914585,61,50,61.93953634,6,,,9581.857593,1253,.png
0.083394294,215,289,06241902_proc_01254.png,2.471161366,52,47,90.50691365,6,,,7678.052445,1254,.png
0.083460797,219,290,06241902_proc_01255.png,2.392729759,52,45,6.676889843,6,,,7351.326809,1255,.png
0.083527299,217,291,06241902_proc_01256.png,2.14357233,55,49,42.0414331,6,,,8466.592201,1256,.png
0.083593802,216,289,06241902_proc_01257.png,1.172192335,49,46,154.3843932,6,,,7081.149841,1257,.png
0.08379331,197,296,06241902_proc_01260.png,1.747756481,55,48,56.24331225,6,,,8293.804605,1260,.png
0.083859812,202,294,06241902_proc_01261.png,2.362337112,61,51,152.4137265,6,,,9773.494745,1261,.png
0.083926315,206,295,06241902_proc_01262.png,2.447047234,57,52,127.6883017,6,,,9311.680625,1262,.png
0.083992818,205,296,06241902_proc_01263.png,2.273862839,56,51,137.5173162,6,,,8972.388619,1263,.png
0.08405932,204,298,06241902_proc_01264.png,2.020015955,57,50,5.440442896,6,,,8953.539063,1264,.png
0.084125823,204,296,06241902_proc_01265.png,1.678916216,47,44,100.3786953,6,,,6496.813608,1265,.png
0.084524839,224,292,06241902_proc_01271.png,1.132987499,49,40,122.5282065,6,,,6157.521601,1271,.png
0.084591341,219,290,06241902_proc_01272.png,1.519663334,49,42,3.01339259,6,,,6465.397681,1272,.png
0.084657844,217,290,06241902_proc_01273.png,2.13994956,55,47,25.33630157,6,,,8121.01701,1273,.png
0.084724347,220,296,06241902_proc_01274.png,2.127595186,49,39,38.3214457,6,,,6003.583561,1274,.png
0.085123362,200,297,06241902_proc_01280.png,2.119980097,58,52,165.7985144,6,,,9475.043443,1280,.png
0.085189865,206,296,06241902_proc_01281.png,2.367534876,54,49,94.32255784,6,,,8312.654161,1281,.png
0.085256368,208,292,06241902_proc_01282.png,2.320468664,60,51,34.19133959,6,,,9613.27352,1282,.png
0.08532287,206,294,06241902_proc_01283.png,1.520589352,50,43,30.5035258,6,,,6754.424205,1283,.png
0.085389373,204,290,06241902_proc_01284.png,1.446554422,45,40,149.7882189,6,,,5654.866776,1284,.png
0.085721886,231,291,06241902_proc_01289.png,1.101972818,44,39,121.9998094,6,,,5390.972994,1289,.png
0.085788389,227,291,06241902_proc_01290.png,1.383221388,48,44,163.5511064,6,,,6635.043684,1290,.png
0.085854891,225,292,06241902_proc_01291.png,1.930456161,57,48,90.95180485,6,,,8595.3975,1291,.png
0.085921394,220,292,06241902_proc_01292.png,1.74015379,51,40,146.7557754,6,,,6408.849013,1292,.png
0.086453415,199,294,06241902_proc_01300.png,2.222836018,55,47,54.15187076,6,,,8121.01701,1300,.png
0.086519918,202,293,06241902_proc_01301.png,2.307104111,60,50,55.77555016,6,,,9424.777961,1301,.png
0.08658642,204,292,06241902_proc_01302.png,2.619469166,60,47,35.60514777,6,,,8859.291283,1302,.png
0.086652923,207,292,06241902_proc_01303.png,1.953780651,50,43,83.09982439,6,,,6754.424205,1303,.png
0.087051939,221,290,06241902_proc_01309.png,2.364768505,59,51,173.708078,6,,,9453.052295,1309,.png
0.087118441,220,293,06241902_proc_01310.png,2.788113594,61,54,164.1678896,6,,,10348.4062,1310,.png
0.087184944,222,294,06241902_proc_01311.png,2.28025651,57,49,5.645319542,6,,,8774.468281,1311,.png
0.087251446,223,295,06241902_proc_01312.png,1.533308029,44,38,100.1498294,6,,,5252.742917,1312,.png
0.087783467,199,293,06241902_proc_01320.png,2.10229969,56,46,12.94763615,6,,,8092.742676,1320,.png
0.08784997,195,290,06241902_proc_01321.png,2.247312546,58,50,0.662207597,6,,,9110.618695,1321,.png
0.087916473,194,285,06241902_proc_01322.png,2.415174484,64,56,19.73295268,6,,,11259.46807,1322,.png
0.087982975,199,284,06241902_proc_01323.png,2.220567226,56,50,14.50783065,6,,,8796.45943,1323,.png
0.088315488,219,292,06241902_proc_01328.png,1.109161615,41,36,158.7996392,6,,,4636.990757,1328,.png
0.088381991,223,292,06241902_proc_01329.png,2.352416515,54,48,166.9458291,6,,,8143.008158,1329,.png
0.088448494,221,292,06241902_proc_01330.png,2.444518089,54,46,77.4365867,6,,,7803.716152,1330,.png
0.088514996,224,294,06241902_proc_01331.png,2.04003334,54,47,141.3631191,6,,,7973.362155,1331,.png
0.089645541,226,297,06241902_proc_01348.png,1.468454599,45,41,153.0730806,6,,,5796.238446,1348,.png
0.089778546,224,298,06241902_proc_01350.png,1.433261871,44,40,156.4534624,6,,,5529.20307,1350,.png
0.089845049,225,290,06241902_proc_01351.png,1.351298332,44,42,137.177084,6,,,5805.663224,1351,.png
0.090111059,205,277,06241902_proc_01355.png,1.447968006,48,40,11.71652272,6,,,6031.857895,1355,.png
0.090177562,204,286,06241902_proc_01356.png,1.462721348,48,40,43.97645301,6,,,6031.857895,1356,.png
0.090244065,202,287,06241902_proc_01357.png,2.141189337,53,48,72.34653848,6,,,7992.211711,1357,.png
0.090310567,202,287,06241902_proc_01358.png,2.481363297,55,46,48.16799325,6,,,7948.229414,1358,.png
0.090776086,221,299,06241902_proc_01365.png,1.466388941,46,43,137.7782841,6,,,6214.070269,1365,.png
0.090842588,217,300,06241902_proc_01366.png,1.499731064,41,40,119.2093903,6,,,5152.211952,1366,.png
0.090909091,215,299,06241902_proc_01367.png,1.962734699,55,50,57.44973198,6,,,8639.379797,1367,.png
0.090975594,215,296,06241902_proc_01368.png,2.312093258,55,51,61.18529904,6,,,8812.167393,1368,.png
0.091042096,221,297,06241902_proc_01369.png,2.105891228,48,45,76.09099162,6,,,6785.840132,1369,.png
0.091108599,221,297,06241902_proc_01370.png,1.493823051,47,40,106.434546,6,,,5906.194189,1370,.png
0.091441112,201,291,06241902_proc_01375.png,2.012547493,55,44,15.6840524,6,,,7602.654222,1375,.png
0.091507615,204,293,06241902_proc_01376.png,2.217168331,56,47,157.2332549,6,,,8268.671864,1376,.png
0.091574117,205,291,06241902_proc_01377.png,2.890637398,60,50,163.8344995,6,,,9424.777961,1377,.png
0.09164062,203,289,06241902_proc_01378.png,2.617408991,54,47,174.7151749,6,,,7973.362155,1378,.png
0.091707122,195,290,06241902_proc_01379.png,1.929845333,53,46,8.95807228,6,,,7659.202889,1379,.png
0.092039636,229,294,06241902_proc_01384.png,0.368862629,38,35,179.215681,6,,,4178.318229,1384,.png
0.092106138,216,291,06241902_proc_01385.png,1.376658916,38,35,49.72159833,6,,,4178.318229,1385,.png
0.092172641,215,297,06241902_proc_01386.png,1.611212492,45,38,144.6937037,6,,,5372.123438,1386,.png
0.092239143,215,303,06241902_proc_01387.png,1.783727646,45,36,115.4932414,6,,,5089.380099,1387,.png
0.092305646,216,301,06241902_proc_01388.png,1.815371513,47,40,171.8208322,6,,,5906.194189,1388,.png
0.092704662,194,291,06241902_proc_01394.png,1.947030544,60,49,18.86665247,6,,,9236.282402,1394,.png
0.092771164,197,290,06241902_proc_01395.png,2.674014091,67,58,32.13828035,6,,,12208.22905,1395,.png
0.092837667,202,287,06241902_proc_01396.png,2.278315067,63,55,41.46141343,6,,,10885.61854,1396,.png
0.09290417,201,286,06241902_proc_01397.png,2.621201992,69,57,72.27003353,6,,,12355.88391,1397,.png
0.092970672,203,286,06241902_proc_01398.png,2.206240654,57,49,49.88708015,6,,,8774.468281,1398,.png
0.093037175,199,285,06241902_proc_01399.png,1.903053284,57,49,22.9583012,6,,,8774.468281,1399,.png
0.093303185,232,291,06241902_proc_01403.png,0.902247906,46,43,164.3025946,6,,,6214.070269,1403,.png
0.093369688,226,290,06241902_proc_01404.png,1.811870098,53,47,170.53895,6,,,7825.7073,1404,.png
0.093569196,217,301,06241902_proc_01407.png,1.873087883,51,45,152.5033813,6,,,7209.95514,1407,.png
0.093968212,192,291,06241902_proc_01413.png,2.35870862,51,46,22.66221762,6,,,7370.176365,1413,.png
0.094034714,199,290,06241902_proc_01414.png,2.935945511,60,48,41.88223163,6,,,9047.786842,1414,.png
0.094101217,202,288,06241902_proc_01415.png,2.618136168,54,47,32.80348272,6,,,7973.362155,1415,.png
0.094566735,228,293,06241902_proc_01422.png,1.679932833,53,46,152.3472637,6,,,7659.202889,1422,.png
0.094633238,227,294,06241902_proc_01423.png,2.274586678,55,50,26.01097228,6,,,8639.379797,1423,.png
0.094699741,223,293,06241902_proc_01424.png,2.359912634,56,49,24.73637361,6,,,8620.530241,1424,.png
0.094766243,217,294,06241902_proc_01425.png,2.677000046,55,48,70.71278455,6,,,8293.804605,1425,.png
0.094832746,212,295,06241902_proc_01426.png,3.149452448,52,48,113.1609094,6,,,7841.415263,1426,.png
0.094899249,213,295,06241902_proc_01427.png,1.684925795,47,41,92.70560618,6,,,6053.849043,1427,.png
0.095165259,192,296,06241902_proc_01431.png,2.10612011,53,47,159.2343671,6,,,7825.7073,1431,.png
0.095231762,198,295,06241902_proc_01432.png,2.039152145,57,46,175.6466662,6,,,8237.255938,1432,.png
0.095298264,199,294,06241902_proc_01433.png,2.248843193,56,49,10.64178734,6,,,8620.530241,1433,.png
0.095364767,204,295,06241902_proc_01434.png,2.330824137,57,50,169.0122593,6,,,8953.539063,1434,.png
0.09543127,204,293,06241902_proc_01435.png,1.94586277,49,41,167.1742204,6,,,6311.459641,1435,.png
0.095497772,207,287,06241902_proc_01436.png,1.28609848,40,35,150.7056806,6,,,4398.229715,1436,.png
0.095564275,205,288,06241902_proc_01437.png,2.37684536,44,38,12.53691297,6,,,5252.742917,1437,.png
0.095830285,222,287,06241902_proc_01441.png,1.178961754,52,48,9.998718195,6,,,7841.415263,1441,.png
0.095896788,219,288,06241902_proc_01442.png,1.664649248,50,47,85.7648276,6,,,7382.742736,1442,.png
0.095963291,220,291,06241902_proc_01443.png,1.983721018,51,46,139.5415452,6,,,7370.176365,1443,.png
0.096029793,217,293,06241902_proc_01444.png,2.62869978,54,48,103.6243876,6,,,8143.008158,1444,.png
0.096096296,214,293,06241902_proc_01445.png,2.583383083,54,46,137.5118042,6,,,7803.716152,1445,.png
0.096428809,194,302,06241902_proc_01450.png,1.724739552,47,46,135.1917802,6,,,6792.123317,1450,.png
0.096495312,201,299,06241902_proc_01451.png,1.99141264,60,47,3.068338047,6,,,8859.291283,1451,.png
0.096561814,203,297,06241902_proc_01452.png,2.114319324,59,46,8.201605778,6,,,8526.282462,1452,.png
0.096628317,206,296,06241902_proc_01453.png,2.277626753,55,47,97.02682098,6,,,8121.01701,1453,.png
0.096694819,208,292,06241902_proc_01454.png,1.713002682,48,42,136.0930305,6,,,6333.45079,1454,.png
0.096761322,203,284,06241902_proc_01455.png,1.862693787,51,42,150.9541049,6,,,6729.291464,1455,.png
0.097093835,231,284,06241902_proc_01460.png,1.489715099,51,46,141.7246581,6,,,7370.176365,1460,.png
0.097160338,229,285,06241902_proc_01461.png,1.797363281,54,50,167.1715626,6,,,8482.300165,1461,.png
0.09722684,223,284,06241902_proc_01462.png,1.836739779,51,47,135.2775947,6,,,7530.397591,1462,.png
0.097293343,219,288,06241902_proc_01463.png,1.794431686,51,44,130.4415783,6,,,7049.733915,1463,.png
0.097359846,214,299,06241902_proc_01464.png,1.804852247,47,42,159.7196486,6,,,6201.503898,1464,.png
0.097426348,212,303,06241902_proc_01465.png,1.694876909,47,44,159.9763613,6,,,6496.813608,1465,.png
0.097692359,188,298,06241902_proc_01469.png,1.511394501,53,48,140.9694748,6,,,7992.211711,1469,.png
0.097758861,195,297,06241902_proc_01470.png,2.445953846,65,50,165.1692448,6,,,10210.17612,1470,.png
0.097825364,198,297,06241902_proc_01471.png,2.255812168,57,45,0.75279613,6,,,8058.185156,1471,.png
0.097891867,203,296,06241902_proc_01472.png,2.364884377,63,51,158.2034337,6,,,10093.9372,1472,.png
0.097958369,209,293,06241902_proc_01473.png,2.282662868,60,50,118.1002905,6,,,9424.777961,1473,.png
0.098024872,212,292,06241902_proc_01474.png,1.955695152,56,50,151.5472402,6,,,8796.45943,1474,.png
0.098091375,219,286,06241902_proc_01475.png,1.798324823,48,46,150.1298479,6,,,6936.636579,1475,.png
0.098357385,225,291,06241902_proc_01479.png,1.853663683,55,47,6.926476054,6,,,8121.01701,1479,.png
0.098423888,223,289,06241902_proc_01480.png,2.27358222,59,53,135.5023728,6,,,9823.760228,1480,.png
0.09849039,219,287,06241902_proc_01481.png,2.264001131,57,52,147.5269379,6,,,9311.680625,1481,.png
0.098556893,213,288,06241902_proc_01482.png,1.669265985,59,50,172.5444575,6,,,9267.698328,1482,.png
0.098623396,208,293,06241902_proc_01483.png,1.071981192,50,45,8.999316378,6,,,7068.583471,1483,.png
0.098689898,202,297,06241902_proc_01484.png,1.110760689,47,48,169.767855,6,,,7087.433026,1484,.png
0.098756401,203,303,06241902_proc_01485.png,0.848701477,56,50,4.688179948,6,,,8796.45943,1485,.png
0.098955909,198,294,06241902_proc_01488.png,1.241359949,45,44,136.2430249,6,,,6220.353454,1488,.png
0.099022411,199,300,06241902_proc_01489.png,2.428984404,56,52,132.1440986,6,,,9148.317807,1489,.png
0.099088914,199,299,06241902_proc_01490.png,2.839043617,59,52,148.9098805,6,,,9638.406261,1490,.png
0.099155417,202,298,06241902_proc_01491.png,2.813117504,58,54,137.0959208,6,,,9839.468191,1491,.png
0.099221919,207,299,06241902_proc_01492.png,2.081758976,61,56,137.2285187,6,,,10731.6805,1492,.png
0.099288422,211,297,06241902_proc_01493.png,1.872955799,67,60,142.3887301,6,,,12629.20247,1493,.png
0.099554432,211,294,06241902_proc_01497.png,1.739690542,53,46,162.8577876,6,,,7659.202889,1497,.png
0.099620935,216,294,06241902_proc_01498.png,1.80403614,59,51,21.83355346,6,,,9453.052295,1498,.png
0.099687438,217,289,06241902_proc_01499.png,2.459198236,65,53,27.21245379,6,,,10822.78669,1499,.png
0.09975394,215,286,06241902_proc_01500.png,2.926958084,67,56,146.5441488,6,,,11787.25564,1500,.png
0.099820443,214,286,06241902_proc_01501.png,2.51731801,61,53,167.8062921,6,,,10156.76905,1501,.png
0.099886946,213,288,06241902_proc_01502.png,1.938997507,55,50,167.8657113,6,,,8639.379797,1502,.png
0.099953448,200,289,06241902_proc_01503.png,1.846492052,52,50,147.2750679,6,,,8168.140899,1503,.png
0.100019951,195,300,06241902_proc_01504.png,1.517234802,49,42,177.4829498,6,,,6465.397681,1504,.png
0.100219459,212,290,06241902_proc_01507.png,1.190143108,55,51,169.0630623,6,,,8812.167393,1507,.png
0.100285961,204,299,06241902_proc_01508.png,1.737134457,51,51,125.5736274,6,,,8171.282492,1508,.png
0.100352464,206,299,06241902_proc_01509.png,2.117499113,57,55,152.6144846,6,,,9848.892969,1509,.png
0.100418967,206,301,06241902_proc_01510.png,2.168003559,57,52,152.2949803,6,,,9311.680625,1510,.png
0.100485469,209,301,06241902_proc_01511.png,1.93078804,56,51,171.3767026,6,,,8972.388619,1511,.png
0.100551972,212,296,06241902_proc_01512.png,1.761177778,57,52,45.7105151,6,,,9311.680625,1512,.png
0.100618474,216,293,06241902_proc_01513.png,1.351652145,55,48,170.0877059,6,,,8293.804605,1513,.png
0.100884485,207,293,06241902_proc_01517.png,1.941146612,53,49,167.0168571,6,,,8158.716121,1517,.png
0.100950988,215,294,06241902_proc_01518.png,2.670096636,58,54,166.4726251,6,,,9839.468191,1518,.png
0.10101749,215,289,06241902_proc_01519.png,2.554334879,61,56,29.10158507,6,,,10731.6805,1519,.png
0.101083993,216,289,06241902_proc_01520.png,2.345246792,58,52,30.53083289,6,,,9475.043443,1520,.png
0.101150495,215,289,06241902_proc_01521.png,2.364806175,59,53,124.1621073,6,,,9823.760228,1521,.png
0.101216998,211,295,06241902_proc_01522.png,2.265833855,54,49,0.14419155,6,,,8312.654161,1522,.png
0.101416506,227,301,06241902_proc_01525.png,0.970797062,49,46,162.0822572,6,,,7081.149841,1525,.png
0.101483009,221,295,06241902_proc_01526.png,1.870469809,56,50,168.1375375,6,,,8796.45943,1526,.png
0.101549511,218,294,06241902_proc_01527.png,1.936027527,55,50,90.01205278,6,,,8639.379797,1527,.png
0.101616014,214,298,06241902_proc_01528.png,2.387405872,56,51,131.8253166,6,,,8972.388619,1528,.png
0.101682516,214,299,06241902_proc_01529.png,2.46842742,55,51,133.3269542,6,,,8812.167393,1529,.png
0.101749019,216,299,06241902_proc_01530.png,2.285880566,56,53,135.5537905,6,,,9324.246996,1530,.png
0.102148035,198,293,06241902_proc_01536.png,1.880362511,48,47,72.51039472,6,,,7087.433026,1536,.png
0.102214537,205,294,06241902_proc_01537.png,1.784445286,54,50,81.84000282,6,,,8482.300165,1537,.png
0.10228104,205,289,06241902_proc_01538.png,1.810002327,56,51,73.53698581,6,,,8972.388619,1538,.png
0.102347543,204,289,06241902_proc_01539.png,1.845185757,59,50,30.70384158,6,,,9267.698328,1539,.png
0.102414045,203,288,06241902_proc_01540.png,1.697031498,54,47,70.48511386,6,,,7973.362155,1540,.png
0.102480548,202,289,06241902_proc_01541.png,3.50792408,56,46,111.4735863,6,,,8092.742676,1541,.png
0.102746558,217,300,06241902_proc_01545.png,1.771097183,67,56,150.3985544,6,,,11787.25564,1545,.png
0.102813061,214,300,06241902_proc_01546.png,2.450388908,61,50,153.1381193,6,,,9581.857593,1546,.png
0.102879564,218,298,06241902_proc_01547.png,2.388140202,58,50,156.7590758,6,,,9110.618695,1547,.png
0.103012569,217,302,06241902_proc_01549.png,2.069088221,54,47,134.7536816,6,,,7973.362155,1549,.png
0.103079072,226,298,06241902_proc_01550.png,1.514891386,42,40,135.5954273,6,,,5277.875658,1550,.png
0.103411585,200,286,06241902_proc_01555.png,1.534719467,45,39,20.21385264,6,,,5513.495107,1555,.png
0.103478087,202,289,06241902_proc_01556.png,1.455456018,46,43,17.39191047,6,,,6214.070269,1556,.png
0.10354459,198,288,06241902_proc_01557.png,1.740552425,52,48,148.4324947,6,,,7841.415263,1557,.png
0.103611093,194,289,06241902_proc_01558.png,1.644591808,50,43,173.8722838,6,,,6754.424205,1558,.png
0.103677595,193,291,06241902_proc_01559.png,1.77311635,47,44,172.0552085,6,,,6496.813608,1559,.png
0.103744098,192,290,06241902_proc_01560.png,1.452474356,43,40,169.0405329,6,,,5403.539364,1560,.png
0.104209616,224,296,06241902_proc_01567.png,1.533890009,46,41,119.3922208,6,,,5925.043745,1567,.png
0.104276119,224,295,06241902_proc_01568.png,1.657401085,45,43,85.88138477,6,,,6078.981785,1568,.png
0.104342622,229,295,06241902_proc_01569.png,1.376362801,43,43,129.9094383,6,,,5808.804816,1569,.png
0.10480814,206,283,06241902_proc_01576.png,1.532513857,46,41,13.48695386,6,,,5925.043745,1576,.png
0.105539669,224,300,06241902_proc_01587.png,0.925375938,35,32,144.9439824,6,,,3518.583772,1587,.png
0.105938685,201,284,06241902_proc_01593.png,1.082028151,46,36,177.2050633,6,,,5202.477434,1593,.png
0.106005187,206,283,06241902_proc_01594.png,1.484756231,53,46,42.71332222,6,,,7659.202889,1594,.png
0.10607169,207,286,06241902_proc_01595.png,1.812929153,51,44,31.87232644,6,,,7049.733915,1595,.png
0.106138192,205,283,06241902_proc_01596.png,1.378362656,47,40,30.27025776,6,,,5906.194189,1596,.png
0.106603711,212,304,06241902_proc_01603.png,1.457550764,43,38,140.1628295,6,,,5133.362396,1603,.png
0.106670213,212,306,06241902_proc_01604.png,1.415785551,41,37,130.5402336,6,,,4765.796055,1604,.png
0.106736716,217,305,06241902_proc_01605.png,1.236705303,38,36,126.0862331,6,,,4297.69875,1605,.png
0.106803219,223,304,06241902_proc_01606.png,1.203477859,40,37,148.2314583,6,,,4649.557127,1606,.png
0.107268737,199,279,06241902_proc_01613.png,1.265053749,43,44,175.378817,6,,,5943.893301,1613,.png
0.10733524,206,278,06241902_proc_01614.png,1.843793392,52,48,60.75219674,6,,,7841.415263,1614,.png
0.107401742,205,282,06241902_proc_01615.png,1.994581223,53,50,46.01017257,6,,,8325.220532,1615,.png
0.107468245,195,286,06241902_proc_01616.png,1.381678343,40,40,147.1528929,6,,,5026.548246,1616,.png
0.107867261,214,309,06241902_proc_01622.png,1.202978611,37,32,119.7683456,6,,,3719.645702,1622,.png
0.107933763,214,310,06241902_proc_01623.png,1.706641912,42,41,121.1293155,6,,,5409.822549,1623,.png
0.108000266,214,306,06241902_proc_01624.png,1.363790989,42,40,114.4012171,6,,,5277.875658,1624,.png
0.10859879,202,268,06241902_proc_01633.png,1.57474184,50,45,169.5024944,6,,,7068.583471,1633,.png
0.109197313,216,305,06241902_proc_01642.png,1.091671228,39,35,136.5867951,6,,,4288.273972,1642,.png
0.109263816,215,306,06241902_proc_01643.png,1.294790268,41,37,162.4110505,6,,,4765.796055,1643,.png
0.110460863,211,311,06241902_proc_01661.png,1.439308167,39,34,138.4019486,6,,,4165.751859,1661,.png
0.110527366,212,309,06241902_proc_01662.png,1.563133001,36,32,129.8498278,6,,,3619.114737,1662,.png
0.110593868,215,308,06241902_proc_01663.png,1.219036818,33,30,122.2597254,6,,,3110.176727,1663,.png
0.111059387,198,276,06241902_proc_01670.png,1.174440622,34,34,1.680400706,6,,,3631.681108,1670,.png
0.111125889,199,272,06241902_proc_01671.png,1.257497072,32,33,168.9020098,6,,,3317.521842,1671,.png
0.111192392,204,274,06241902_proc_01672.png,1.377887249,39,37,174.7957643,6,,,4533.318199,1672,.png
0.111790916,210,316,06241902_proc_01681.png,1.794620514,41,36,152.6440081,6,,,4636.990757,1681,.png
0.111857418,210,311,06241902_proc_01682.png,1.518455744,43,37,132.5189462,6,,,4998.273912,1682,.png
0.114251513,229,309,06241902_proc_01718.png,4.55534935,43,38,147.357037,6,,,5133.362396,1718,.png
0.114318016,214,310,06241902_proc_01719.png,1.564925194,37,33,129.9561192,6,,,3835.88463,1719,.png
0.114384518,210,314,06241902_proc_01720.png,1.483953953,38,34,133.321169,6,,,4058.937708,1720,.png
0.115515063,223,310,06241902_proc_01737.png,0.962776184,47,39,121.6527948,6,,,5758.539334,1737,.png
0.115648068,218,304,06241902_proc_01739.png,1.45802927,46,43,133.6519414,6,,,6214.070269,1739,.png
0.115714571,214,309,06241902_proc_01740.png,1.666215897,47,43,150.2407702,6,,,6349.158753,1740,.png
0.116246592,201,280,06241902_proc_01748.png,1.117856264,47,39,97.3406067,6,,,5758.539334,1748,.png
0.116313094,204,286,06241902_proc_01749.png,1.202567577,48,38,27.67228261,6,,,5730.265,1749,.png
0.116379597,203,282,06241902_proc_01750.png,0.70367384,51,38,13.07597199,6,,,6088.406563,1750,.png
0.117377136,213,283,06241902_proc_01765.png,1.323001146,49,36,28.0940929,6,,,5541.769441,1765,.png
0.118773692,211,281,06241902_proc_01786.png,1.344976425,50,40,1.611975871,6,,,6283.185307,1786,.png
0.118840194,213,283,06241902_proc_01787.png,1.593129635,51,43,169.8472926,6,,,6889.512689,1787,.png
0.118906697,210,285,06241902_proc_01788.png,1.412205935,53,43,174.5391348,6,,,7159.689658,1788,.png
0.118973199,200,290,06241902_proc_01789.png,0.938267708,44,39,176.7823145,6,,,5390.972994,1789,.png
0.119372215,202,311,06241902_proc_01795.png,2.267826796,50,43,170.7794512,6,,,6754.424205,1795,.png
0.119438718,203,308,06241902_proc_01796.png,3.375172853,48,43,122.5951629,6,,,6484.247237,1796,.png
