time,x,y,filename,fringe,rx,ry,angle,cluster,,,Area of ellipse,,
0.016625657,118,210,06240907_proc_00250.png,1.312977314,76,65,130.7611253,2,,,15519.46771,250,.png
0.016692159,116,212,06240907_proc_00251.png,1.13198328,78,67,134.6987874,2,,,16417.96321,251,.png
0.016825165,105,219,06240907_proc_00253.png,0.897210598,79,69,133.1615372,2,,,17124.82155,253,.png
0.016891667,107,218,06240907_proc_00254.png,1.035669088,78,66,126.0091612,2,,,16172.91898,254,.png
0.01695817,108,219,06240907_proc_00255.png,0.920454025,77,64,127.2610734,2,,,15481.7686,255,.png
0.017024672,108,219,06240907_proc_00256.png,0.884159088,74,61,125.4655533,2,,,14181.14924,256,.png
0.017091175,107,218,06240907_proc_00257.png,0.929446697,73,59,128.73552,2,,,13530.83956,257,.png
0.017157678,106,217,06240907_proc_00258.png,0.927532196,72,57,126.6902198,2,,,12893.09625,258,.png
0.01722418,107,215,06240907_proc_00259.png,0.906458378,72,57,130.1451891,2,,,12893.09625,259,.png
0.017357186,105,213,06240907_proc_00261.png,0.976953506,71,56,135.3304091,2,,,12490.97239,261,.png
0.017423688,116,215,06240907_proc_00262.png,0.936740875,68,55,151.0268293,2,,,11749.55652,262,.png
0.017689699,115,213,06240907_proc_00266.png,1.084038734,69,57,152.8460656,2,,,12355.88391,266,.png
0.017822704,113,218,06240907_proc_00268.png,1.062457561,69,57,150.5471827,2,,,12355.88391,268,.png
0.017889207,113,219,06240907_proc_00269.png,1.047144175,64,54,133.636611,2,,,10857.34421,269,.png
0.017955709,113,220,06240907_proc_00270.png,0.611712933,62,50,134.8886701,2,,,9738.937226,270,.png
0.018022212,117,219,06240907_proc_00271.png,0.609400272,66,55,123.6884917,2,,,11403.98133,271,.png
0.018088715,130,236,06240907_proc_00272.png,3.174754858,85,81,95.06513601,2,,,21629.86542,272,.png
0.018288222,82,211,06240907_proc_00275.png,8.843486786,101,94,91.00416508,2,,,29826.28065,275,.png
0.018354725,90,218,06240907_proc_00276.png,9.418650627,108,99,108.2234886,2,,,33589.90865,276,.png
0.018421228,83,215,06240907_proc_00277.png,9.051429749,109,104,92.07595836,2,,,35613.09432,277,.png
0.01848773,82,215,06240907_proc_00278.png,8.8844347,114,105,119.3419916,2,,,37604.86406,278,.png
0.018554233,86,217,06240907_proc_00279.png,8.882138252,115,107,105.1249187,2,,,38657.2976,279,.png
0.018620736,80,214,06240907_proc_00280.png,10.22756577,113,107,91.30062261,2,,,37984.99677,280,.png
0.018687238,79,219,06240907_proc_00281.png,11.00652695,114,108,88.40546069,2,,,38679.28875,281,.png
0.018753741,85,216,06240907_proc_00282.png,8.754177094,119,111,129.3744979,2,,,41497.29736,282,.png
0.018820243,90,208,06240907_proc_00283.png,10.09134102,116,106,120.1241917,2,,,38629.02327,283,.png
0.018886746,88,210,06240907_proc_00284.png,9.764583588,120,117,105.9987799,2,,,44107.96086,284,.png
0.018953249,85,215,06240907_proc_00285.png,10.11283684,116,109,107.116636,2,,,39722.29751,285,.png
0.019019751,83,212,06240907_proc_00286.png,10.45979881,115,110,108.4886502,2,,,39741.14707,286,.png
0.019086254,78,215,06240907_proc_00287.png,10.78967762,122,114,115.2663562,2,,,43693.27063,287,.png
