,x,y,filename,fringe,rx,ry,angle,cluster
156,95,309,06240913_proc_00156.png,8.009788513,82,74,134.38445869999998,1
157,92,309,06240913_proc_00157.png,7.781399727,83,73,121.22854450000001,1
159,92,312,06240913_proc_00159.png,7.470640182,86,73,141.32807680000002,1
161,95,314,06240913_proc_00161.png,7.777761459,85,75,126.5739154,1
162,91,312,06240913_proc_00162.png,8.024959564,87,77,131.1294808,1
165,88,311,06240913_proc_00165.png,7.457996845,79,67,155.791057,1
167,87,310,06240913_proc_00167.png,7.70999527,78,69,174.5929981,1
169,88,316,06240913_proc_00169.png,7.5476140979999995,80,70,144.4115179,1
174,87,314,06240913_proc_00174.png,7.437010288,83,73,148.4079709,1
718,93,314,06240913_proc_00576.png,1.4844431880000002,58,37,113.82015249999999,1
721,94,321,06240913_proc_00577.png,1.666887283,56,37,115.9534937,1
732,90,302,06240913_proc_00583.png,1.416122675,54,35,119.20340700000001,1
735,97,295,06240913_proc_00584.png,1.691294193,60,39,104.9281955,1
739,86,285,06240913_proc_00585.png,1.8397560119999998,59,41,95.78986689,1
744,92,285,06240913_proc_00586.png,1.884399891,65,43,93.2479915,1
749,83,282,06240913_proc_00587.png,2.096577644,56,40,91.46589953,1
777,84,303,06240913_proc_00601.png,1.683618784,52,35,95.56725737,1
782,88,304,06240913_proc_00602.png,1.9031701090000002,54,36,100.7785824,1
801,86,310,06240913_proc_00609.png,1.34994483,58,40,108.22484779999999,1
805,88,309,06240913_proc_00610.png,1.450125694,61,38,104.912691,1
808,85,309,06240913_proc_00611.png,1.29047513,59,37,96.33493648,1
826,90,304,06240913_proc_00617.png,1.507385969,52,35,105.7546006,1
831,85,298,06240913_proc_00618.png,1.938698292,54,37,105.32722199999999,1
835,84,305,06240913_proc_00619.png,2.182457209,58,38,107.84590890000001,1
862,84,312,06240913_proc_00627.png,1.5530633930000002,59,34,108.50918859999999,1
867,88,311,06240913_proc_00628.png,1.869699478,58,38,108.30965829999998,1
884,95,292,06240913_proc_00634.png,2.011606216,63,45,96.25636198,1
889,95,291,06240913_proc_00635.png,1.7923412319999998,60,43,96.51226868,1
895,92,288,06240913_proc_00636.png,1.8811793330000002,62,46,81.15573398,1
899,91,286,06240913_proc_00637.png,2.121764421,57,41,91.8868714,1
914,89,315,06240913_proc_00643.png,1.4913570880000002,61,37,95.40266347,1
917,90,309,06240913_proc_00644.png,1.5796689990000001,57,37,91.56282674,1
920,85,314,06240913_proc_00645.png,1.76222682,58,37,103.7101679,1
925,88,316,06240913_proc_00646.png,1.5869908330000002,59,38,111.9157318,1
942,86,301,06240913_proc_00652.png,1.921143055,56,36,96.9349686,1
946,87,298,06240913_proc_00653.png,1.907706499,54,37,97.50621147,1
950,90,297,06240913_proc_00654.png,1.904705048,57,39,101.820357,1
969,84,311,06240913_proc_00661.png,1.808653116,58,40,103.2591227,1
974,88,313,06240913_proc_00662.png,1.6505727769999998,58,41,112.58745359999999,1
979,81,315,06240913_proc_00663.png,1.370914459,53,33,117.79892209999998,1
989,88,307,06240913_proc_00667.png,1.777168274,62,44,116.3453007,1
994,90,311,06240913_proc_00668.png,1.9616971019999998,58,40,113.37919540000001,1
997,92,308,06240913_proc_00669.png,1.99604249,60,39,104.0499425,1
1000,93,308,06240913_proc_00670.png,1.938962936,59,39,106.05409080000001,1
1005,87,301,06240913_proc_00671.png,1.824351549,57,38,108.13910849999999,1
1010,84,285,06240913_proc_00672.png,1.595839024,51,33,101.42161740000002,1
1025,90,303,06240913_proc_00677.png,1.603575706,58,37,106.12401820000001,1
1029,82,305,06240913_proc_00678.png,1.666042566,56,37,95.25188021,1
1034,82,302,06240913_proc_00679.png,1.468778133,55,35,97.82519496,1
1049,88,292,06240913_proc_00684.png,1.914435863,59,45,102.5401155,1
1053,91,292,06240913_proc_00685.png,1.7236666680000001,59,43,96.04623804,1
1057,93,295,06240913_proc_00686.png,2.05918169,60,40,89.06796855,1
1061,93,299,06240913_proc_00687.png,1.8575656409999999,61,40,93.94702038,1
1066,97,305,06240913_proc_00688.png,2.134028435,59,40,99.93588051,1
