time,x,y,filename,fringe,rx,ry,angle,cluster,,,Area of ellipse,,
0.016825165,162,341,06240910_proc_00253.png,4.183810234,68,50,9.405663968,2,,,10681.41502,253,.png
0.016891667,154,357,06240910_proc_00254.png,3.370720863,61,47,36.05134012,2,,,9006.946138,254,.png
0.016891667,212,361,06240910_proc_00254.png,3.305109739,65,46,13.46025636,2,,,9393.362034,254,.png
0.017024672,157,310,06240910_proc_00256.png,3.492510796,61,44,167.3360139,2,,,8432.034682,256,.png
0.01722418,173,350,06240910_proc_00259.png,4.123809814,64,53,6.33400709,2,,,10656.28228,259,.png
0.017357186,202,369,06240910_proc_00261.png,2.770115376,60,46,166.2296872,2,,,8670.795724,261,.png
0.017556693,154,338,06240910_proc_00264.png,3.874577045,68,56,174.2213923,2,,,11963.18482,264,.png
0.017623196,161,333,06240910_proc_00265.png,4.421835423,71,62,169.6412275,2,,,13829.29086,265,.png
0.017689699,160,332,06240910_proc_00266.png,5.849962711,66,50,163.6314397,2,,,10367.25576,266,.png
0.018687238,145,308,06240910_proc_00281.png,3.079745293,62,46,150.4276373,2,,,8959.822248,281,.png
0.019684778,166,326,06240910_proc_00296.png,1.856178045,50,31,112.9439075,2,,,4869.468613,296,.png
0.01975128,171,337,06240910_proc_00297.png,2.478101492,54,37,146.6051971,2,,,6276.902122,297,.png
0.019817783,170,339,06240910_proc_00298.png,2.45443821,53,39,170.04959,2,,,6493.672015,298,.png
0.020815322,164,336,06240910_proc_00313.png,2.432283163,63,48,5.024252576,2,,,9500.176184,313,.png
0.021081333,197,342,06240910_proc_00317.png,2.477285624,52,40,179.3575069,2,,,6534.512719,317,.png
0.023076412,201,310,06240910_proc_00347.png,1.12588048,38,31,158.1275759,2,,,3700.796146,347,.png
0.023142914,198,319,06240910_proc_00348.png,1.75832653,41,30,5.202667362,2,,,3864.158964,348,.png
0.023475427,193,319,06240910_proc_00353.png,2.270200729,56,43,169.8193486,2,,,7564.95511,353,.png
0.02354193,184,326,06240910_proc_00354.png,1.80348897,51,38,164.2882495,2,,,6088.406563,354,.png
0.023874443,149,318,06240910_proc_00359.png,2.637195349,56,35,10.49121582,2,,,6157.521601,359,.png
0.027133072,187,316,06240910_proc_00408.png,1.297218561,35,24,163.5751248,2,,,2638.937829,408,.png
0.030258695,195,324,06240910_proc_00455.png,1.318155766,41,32,161.8963121,2,,,4121.769562,455,.png
0.033051806,184,313,06240910_proc_00497.png,0.905093193,40,33,110.2640076,2,,,4146.902303,497,.png
0.033118308,200,324,06240910_proc_00498.png,1.290178776,43,30,150.5478657,2,,,4052.654523,498,.png
0.033184811,199,330,06240910_proc_00499.png,1.340847254,38,27,121.4237922,2,,,3223.274063,499,.png
0.033251313,198,329,06240910_proc_00500.png,1.296175718,41,31,133.3765755,2,,,3992.964263,500,.png
0.036110926,199,322,06240910_proc_00543.png,0.978730202,42,30,131.6774088,2,,,3958.406744,543,.png
0.036177429,190,323,06240910_proc_00544.png,1.791925192,42,30,158.7953243,2,,,3958.406744,544,.png
0.036243932,190,325,06240910_proc_00545.png,1.127353907,44,33,124.4969607,2,,,4561.592533,545,.png
0.036310434,189,313,06240910_proc_00546.png,0.77118063,44,28,121.0206472,2,,,3870.442149,546,.png
0.038771031,137,338,06240910_proc_00583.png,1.868081331,49,38,146.6848985,2,,,5849.645521,583,.png
0.038837534,140,341,06240910_proc_00584.png,2.638648272,55,44,24.77506321,2,,,7602.654222,584,.png
0.038904037,135,339,06240910_proc_00585.png,2.818560839,67,50,9.673183695,2,,,10524.33539,585,.png
0.039170047,211,333,06240910_proc_00589.png,1.741178513,41,35,135.2524767,2,,,4508.185458,589,.png
0.03923655,203,342,06240910_proc_00590.png,2.093689919,48,35,129.7639552,2,,,5277.875658,590,.png
0.039303052,199,336,06240910_proc_00591.png,2.328897953,54,36,138.7046216,2,,,6107.256119,591,.png
0.039369555,190,325,06240910_proc_00592.png,1.414577007,46,36,143.0529557,2,,,5202.477434,592,.png
0.039569063,135,302,06240910_proc_00595.png,1.575122833,39,29,148.7641242,2,,,3553.141291,595,.png
0.040699608,211,347,06240910_proc_00612.png,2.984438181,55,45,147.289384,2,,,7775.441818,612,.png
0.04076611,121,343,06240910_proc_00613.png,1.949393988,49,35,131.5541751,2,,,5387.831401,613,.png
0.04076611,212,342,06240910_proc_00613.png,2.795343161,54,41,135.4032839,2,,,6955.486135,613,.png
